,source_uid,source_bid,source_name,source_class,target_uid,target_bid,target_name,target_class,nt_type,neuropil,syn_count,eff_weight
83,17873,11072,DNxn051,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,9,9
84,10937,11386,DNxn051,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,9,9
85,1708,11637,DNxn095,descending,64,15276,IN19B033,intrinsic,glutamate,T2,6,-6
86,792,11660,DNxn095,descending,64,15276,IN19B033,intrinsic,glutamate,T2,6,-6
87,16785,11718,DNxn034,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,10,10
88,12785,12973,DNxn007,descending,64,15276,IN19B033,intrinsic,glutamate,T2,9,-9
89,14762,13405,DNxn007,descending,64,15276,IN19B033,intrinsic,glutamate,T2,11,-11
90,2586,15546,DNxn062,descending,64,15276,IN19B033,intrinsic,glutamate,T2,10,-10
91,12225,15838,DNxn101,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,166,166
92,11279,16197,DNxn101,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,86,86
93,4349,18840,DNut006,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,7,7
94,12579,20649,DNxn127,descending,64,15276,IN19B033,intrinsic,acetylcholine,T2,7,7
95,10756,25965,DNut056,descending,64,15276,IN19B033,intrinsic,glutamate,T2,14,-14
96,15895,28138,DNlt006,descending,64,15276,IN19B033,intrinsic,gaba,T2,8,-8
97,404,11349,DNxl003,descending,67,13277,IN19B031,intrinsic,acetylcholine,T2,9,9
98,14592,12291,DNut029,descending,67,13277,IN19B031,intrinsic,acetylcholine,T2,7,7
99,601,12613,DNxn103,descending,67,13277,IN19B031,intrinsic,gaba,T2,11,-11
100,17318,13443,DNut017,descending,67,13277,IN19B031,intrinsic,glutamate,T2,6,-6
101,4252,13548,DNxn103,descending,67,13277,IN19B031,intrinsic,gaba,T2,9,-9
102,18314,16511,DNxn063,descending,67,13277,IN19B031,intrinsic,acetylcholine,T2,5,5
103,14948,29021,DNut014,descending,67,13277,IN19B031,intrinsic,acetylcholine,T2,5,5
104,13330,47124,DNut034,descending,67,13277,IN19B031,intrinsic,acetylcholine,T2,6,6
105,5797,11310,DNxn076,descending,79,100591,IN17A090,intrinsic,acetylcholine,T2,17,17
106,17547,12902,DNxn165,descending,79,100591,IN17A090,intrinsic,glutamate,T2,5,-5
107,3566,15291,DNxn186,descending,79,100591,IN17A090,intrinsic,glutamate,T2,10,-10
108,21371,11019,DNxl129,descending,82,156107,IN20A.22A045,intrinsic,acetylcholine,T2,5,5
109,3491,12820,DNxl110,descending,82,156107,IN20A.22A045,intrinsic,acetylcholine,T2,12,12
110,20372,13049,DNxl106,descending,82,156107,IN20A.22A045,intrinsic,acetylcholine,T2,6,6
111,10290,10868,DNxl132,descending,83,11180,INXXX004,intrinsic,gaba,T2,5,-5
112,2373,11961,DNxl126,descending,83,11180,INXXX004,intrinsic,gaba,T2,81,-81
113,23223,14867,DNfl005,descending,83,11180,INXXX004,intrinsic,acetylcholine,T2,5,5
114,2851,17004,DNxn156,descending,83,11180,INXXX004,intrinsic,gaba,T2,5,-5
115,9604,10410,DNxn012,descending,87,24806,IN13B064,intrinsic,glutamate,T2,15,-15
116,889,10095,DNxl055,descending,92,13209,IN13A018,intrinsic,gaba,T2,8,-8
117,21071,11306,DNxl130,descending,92,13209,IN13A018,intrinsic,acetylcholine,T2,22,22
118,16622,13291,DNxn164,descending,92,13209,IN13A018,intrinsic,acetylcholine,T2,17,17
119,320,15131,DNxl059,descending,92,13209,IN13A018,intrinsic,acetylcholine,T2,46,46
120,3980,16290,DNxl099,descending,92,13209,IN13A018,intrinsic,acetylcholine,T2,5,5
121,3063,23448,DNxn147,descending,92,13209,IN13A018,intrinsic,acetylcholine,T2,8,8
122,5945,10103,DNxl041,descending,96,11606,IN21A009,intrinsic,gaba,T2,15,-15
123,6624,10255,DNxl006,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,68,68
124,14360,10339,DNxl058,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,11,11
125,19426,10909,DNxl005,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,90,90
126,3243,11070,DNxl054,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,11,11
127,16659,11120,DNxl049,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,29,29
128,18273,11413,DNxn030,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,22,22
129,7424,11573,DNxn176,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,5,5
130,19812,11616,DNxl124,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,8,8
131,10426,12214,DNxl028,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,11,11
132,7245,14585,DNxn093,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,8,8
133,6678,14695,DNxl007,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,85,85
134,12227,15576,DNxn065,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,23,23
135,5747,15578,DNxn065,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,15,15
136,9662,15934,DNxn065,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,13,13
137,17390,16706,DNxn065,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,15,15
138,13149,18076,DNxl095,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,13,13
139,20544,20678,DNxl079,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,23,23
140,16797,21638,DNxl075,descending,96,11606,IN21A009,intrinsic,acetylcholine,T2,6,6
141,889,10095,DNxl055,descending,109,11240,IN13A009,intrinsic,gaba,T2,6,-6
142,7973,10117,DNxl080,descending,109,11240,IN13A009,intrinsic,gaba,T2,68,-68
143,888,10491,DNxn012,descending,109,11240,IN13A009,intrinsic,glutamate,T2,13,-13
144,10828,10526,DNxl004,descending,109,11240,IN13A009,intrinsic,glutamate,T2,18,-18
145,13094,10717,DNxn099,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,6,6
146,19169,10732,DNxl018,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,33,33
147,7993,10835,DNxl018,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,16,16
148,4568,11164,DNxl024,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,5,5
149,21071,11306,DNxl130,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,12,12
150,20788,13226,DNxn080,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,9,9
151,11315,13764,DNxn080,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,16,16
152,3063,23448,DNxn147,descending,109,11240,IN13A009,intrinsic,acetylcholine,T2,9,9
153,8588,14903,DNxn016,descending,116,10716,IN07B048,intrinsic,acetylcholine,T2,7,7
154,13655,10113,DNxn029,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,6,6
155,4037,10157,DNlt003,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,5,5
156,11905,11221,DNlt005,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,9,9
157,18534,11268,DNxn082,descending,120,21002,IN05B065,intrinsic,glutamate,T2,5,-5
158,18543,11298,DNxn168,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,7,7
159,6859,11579,DNxn094,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,21,21
160,6874,11743,DNxn094,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,49,49
161,5771,12719,DNxn161,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,11,11
162,22538,12746,DNxn161,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,10,10
163,2513,12783,DNlt008,descending,120,21002,IN05B065,intrinsic,gaba,T2,5,-5
164,5122,13053,DNxn160,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,23,23
165,2919,13326,DNxn023,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,7,7
166,95,13343,DNxn160,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,21,21
167,17283,13481,DNxn023,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,11,11
168,17528,14999,DNxn177,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,5,5
169,12642,16837,DNxn057,descending,120,21002,IN05B065,intrinsic,gaba,T2,7,-7
170,8563,17366,DNxn159,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,15,15
171,10054,18312,DNxn131,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,5,5
172,15059,18388,DNxn043,descending,120,21002,IN05B065,intrinsic,acetylcholine,T2,8,8
173,23427,19080,DNxl084,descending,120,21002,IN05B065,intrinsic,glutamate,T2,5,-5
174,1178,10466,DNxl040,descending,124,11404,IN17A017,intrinsic,gaba,T2,10,-10
175,14205,11254,DNxl126,descending,124,11404,IN17A017,intrinsic,gaba,T2,5,-5
176,12969,11856,DNxl119,descending,124,11404,IN17A017,intrinsic,acetylcholine,T2,7,7
177,4968,13834,DNxl029,descending,124,11404,IN17A017,intrinsic,glutamate,T2,18,-18
178,889,10095,DNxl055,descending,127,11142,IN11B001,intrinsic,gaba,T2,5,-5
179,14360,10339,DNxl058,descending,127,11142,IN11B001,intrinsic,acetylcholine,T2,8,8
180,11599,11216,DNut001,descending,135,20770,IN03B059,intrinsic,acetylcholine,T2,10,10
181,873,12064,DNut029,descending,135,20770,IN03B059,intrinsic,acetylcholine,T2,5,5
182,23477,12155,DNxn123,descending,135,20770,IN03B059,intrinsic,acetylcholine,T2,22,22
183,13921,12259,DNxn002,descending,135,20770,IN03B059,intrinsic,acetylcholine,T2,31,31
184,9447,12275,DNut002,descending,135,20770,IN03B059,intrinsic,acetylcholine,T2,13,13
185,2586,15546,DNxn062,descending,135,20770,IN03B059,intrinsic,glutamate,T2,7,-7
186,486,25349,DNut015,descending,135,20770,IN03B059,intrinsic,gaba,T2,7,-7
187,2703,25742,DNut015,descending,135,20770,IN03B059,intrinsic,gaba,T2,10,-10
188,11778,10331,DNlt003,descending,137,163040,IN11A025,intrinsic,acetylcholine,T2,7,7
189,6874,11743,DNxn094,descending,137,163040,IN11A025,intrinsic,acetylcholine,T2,13,13
190,17456,12206,DNxn166,descending,137,163040,IN11A025,intrinsic,gaba,T2,5,-5
191,5203,15950,DNxn072,descending,137,163040,IN11A025,intrinsic,gaba,T2,6,-6
192,9415,25415,DNxn059,descending,137,163040,IN11A025,intrinsic,gaba,T2,7,-7
193,13655,10113,DNxn029,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,7,7
194,8262,10122,DNxn029,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,7,7
195,4037,10157,DNlt003,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,52,52
196,11778,10331,DNlt003,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,25,25
197,888,10491,DNxn012,descending,145,163070,IN05B072,intrinsic,glutamate,T2,6,-6
198,7018,10634,DNlt005,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,77,77
199,10299,11160,DNxn082,descending,145,163070,IN05B072,intrinsic,glutamate,T2,14,-14
200,11905,11221,DNlt005,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,28,28
201,18534,11268,DNxn082,descending,145,163070,IN05B072,intrinsic,glutamate,T2,19,-19
202,6859,11579,DNxn094,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,14,14
203,6874,11743,DNxn094,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
204,15531,12358,DNlt004,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
205,357,12698,DNlt008,descending,145,163070,IN05B072,intrinsic,gaba,T2,17,-17
206,5771,12719,DNxn161,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,23,23
207,22538,12746,DNxn161,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,21,21
208,2513,12783,DNlt008,descending,145,163070,IN05B072,intrinsic,gaba,T2,14,-14
209,4445,12827,DNxn028,descending,145,163070,IN05B072,intrinsic,glutamate,T2,6,-6
210,20344,12855,DNlt007,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,15,15
211,5122,13053,DNxn160,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,11,11
212,14029,13089,DNlt007,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,7,7
213,95,13343,DNxn160,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,14,14
214,12082,14948,DNxn045,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,15,15
215,14964,15327,DNxn185,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
216,16300,15511,DNxn045,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
217,12233,16264,DNxn159,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,18,18
218,3969,16522,DNxn098,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,37,37
219,16143,16822,DNxn157,descending,145,163070,IN05B072,intrinsic,glutamate,T2,5,-5
220,12642,16837,DNxn057,descending,145,163070,IN05B072,intrinsic,gaba,T2,5,-5
221,22519,16842,DNxn078,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,5,5
222,3148,17113,DNxn091,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,8,8
223,7882,17244,DNxn098,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,14,14
224,8563,17366,DNxn159,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,33,33
225,3808,17467,DNxn091,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,9,9
226,21404,17526,DNxn155,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,11,11
227,7624,17621,DNxn057,descending,145,163070,IN05B072,intrinsic,gaba,T2,9,-9
228,5855,18041,DNxn155,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
229,14545,18424,DNxn043,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,6,6
230,1881,29058,DNlt009,descending,145,163070,IN05B072,intrinsic,acetylcholine,T2,5,5
231,19194,153988,DNxn154,descending,145,163070,IN05B072,intrinsic,glutamate,T2,13,-13
232,5905,14035,DNxn088,descending,156,18307,IN08A011,intrinsic,acetylcholine,T2,12,12
233,9380,15855,DNwt001,descending,156,18307,IN08A011,intrinsic,acetylcholine,T2,16,16
234,22887,163893,DNwt001,descending,156,18307,IN08A011,intrinsic,acetylcholine,T2,21,21
235,15836,166304,DNxn047,descending,156,18307,IN08A011,intrinsic,glutamate,T2,5,-5
236,4058,10217,DNxl010,descending,162,18733,IN13B027,intrinsic,gaba,T2,8,-8
237,15564,11894,DNxl020,descending,162,18733,IN13B027,intrinsic,acetylcholine,T2,17,17
238,2803,12466,DNxl114,descending,162,18733,IN13B027,intrinsic,gaba,T2,6,-6
239,20758,13428,DNxl061,descending,162,18733,IN13B027,intrinsic,glutamate,T2,8,-8
240,11986,14282,DNxl061,descending,162,18733,IN13B027,intrinsic,glutamate,T2,13,-13
241,6308,10086,DNxl055,descending,174,16764,IN18B030,intrinsic,gaba,T2,15,-15
242,18128,10097,DNxl080,descending,174,16764,IN18B030,intrinsic,gaba,T2,22,-22
243,15568,10291,DNxl134,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,7,7
244,9604,10410,DNxn012,descending,174,16764,IN18B030,intrinsic,glutamate,T2,5,-5
245,19813,11220,DNxl127,descending,174,16764,IN18B030,intrinsic,gaba,T2,102,-102
246,5771,12719,DNxn161,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,6,6
247,22538,12746,DNxn161,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,6,6
248,17839,12847,DNxl109,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,5,5
249,15669,12956,DNxl109,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,10,10
250,5488,13268,DNxl037,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,5,5
251,10920,13483,DNxn102,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,26,26
252,14105,20082,DNxl081,descending,174,16764,IN18B030,intrinsic,acetylcholine,T2,10,10
253,13655,10113,DNxn029,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,9,9
254,8262,10122,DNxn029,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,9,9
255,4037,10157,DNlt003,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,30,30
256,11778,10331,DNlt003,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,14,14
257,7018,10634,DNlt005,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,47,47
258,11905,11221,DNlt005,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,17,17
259,18534,11268,DNxn082,descending,192,14271,IN05B061,intrinsic,glutamate,T2,5,-5
260,6859,11579,DNxn094,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,32,32
261,6874,11743,DNxn094,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,16,16
262,18381,11981,DNxl051,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,15,15
263,15531,12358,DNlt004,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,8,8
264,357,12698,DNlt008,descending,192,14271,IN05B061,intrinsic,gaba,T2,8,-8
265,5771,12719,DNxn161,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,15,15
266,4445,12827,DNxn028,descending,192,14271,IN05B061,intrinsic,glutamate,T2,22,-22
267,20344,12855,DNlt007,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,8,8
268,5122,13053,DNxn160,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,12,12
269,95,13343,DNxn160,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,20,20
270,12082,14948,DNxn045,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,5,5
271,12233,16264,DNxn159,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,36,36
272,12642,16837,DNxn057,descending,192,14271,IN05B061,intrinsic,gaba,T2,17,-17
273,22519,16842,DNxn078,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,10,10
274,3148,17113,DNxn091,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,14,14
275,8563,17366,DNxn159,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,28,28
276,3808,17467,DNxn091,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,10,10
277,21404,17526,DNxn155,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,6,6
278,12067,17575,DNxn078,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,12,12
279,7624,17621,DNxn057,descending,192,14271,IN05B061,intrinsic,gaba,T2,17,-17
280,5855,18041,DNxn155,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,5,5
281,13141,18046,DNxn131,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,11,11
282,10054,18312,DNxn131,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,7,7
283,5154,20188,DNxn130,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,7,7
284,8108,20799,DNxn130,descending,192,14271,IN05B061,intrinsic,acetylcholine,T2,7,7
285,12982,10021,DNxn033,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,7,7
286,13682,10307,DNxn009,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,6,6
287,20977,10506,DNxn003,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,5,5
288,20674,10531,DNxn003,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,5,5
289,4155,10621,DNut038,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,6,6
290,6747,10719,DNxn125,descending,205,25532,IN11A028,intrinsic,gaba,T2,87,-87
291,9871,10721,DNxn142,descending,205,25532,IN11A028,intrinsic,acetylcholine,T2,14,14
