,source_uid,source_bid,source_name,source_class,source_type,target_uid,target_bid,target_name,target_class,target_type,target_muscle,syn_count,eff_weight
1545,2415,20893,IN13B080,intrinsic,gaba,5505,13170,MNhl24,motor,glutamate,Acc. ti flexor,6,-6
1546,2415,20893,IN13B080,intrinsic,gaba,20517,13543,MNhl59,motor,glutamate,hind leg,12,-12
1547,2415,20893,IN13B080,intrinsic,gaba,10635,13740,MNhl64,motor,acetylcholine,hind leg,6,-6
1548,2415,20893,IN13B080,intrinsic,gaba,17805,14622,MNhl75,motor,glutamate,hind leg,20,-20
1549,2415,20893,IN13B080,intrinsic,gaba,20468,15550,MNhl63,motor,glutamate,hind leg,6,-6
1550,2415,20893,IN13B080,intrinsic,gaba,4517,17693,MNhl14,motor,glutamate,Acc. tr flexor,11,-11
1551,2415,20893,IN13B080,intrinsic,gaba,16564,19260,MNhl25,motor,glutamate,Acc. ti flexor,10,-10
1552,2415,20893,IN13B080,intrinsic,gaba,8962,19744,MNhl61,motor,glutamate,hind leg,13,-13
1553,2415,20893,IN13B080,intrinsic,gaba,20811,20593,MNhl27,motor,glutamate,Acc. ti flexor,10,-10
1554,2415,20893,IN13B080,intrinsic,gaba,4486,21991,MNhl21,motor,glutamate,Ti flexor,20,-20
1555,2415,20893,IN13B080,intrinsic,gaba,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,11,-11
1556,2415,20893,IN13B080,intrinsic,gaba,239,166393,MNhl04,motor,glutamate,ltm,7,-7
1557,2438,17119,IN08B070,intrinsic,acetylcholine,7310,10055,MNwm18,motor,glutamate,b3,20,20
1558,2438,17119,IN08B070,intrinsic,acetylcholine,7329,10115,MNwm25,motor,glutamate,i1,26,26
1559,2438,17119,IN08B070,intrinsic,acetylcholine,14349,10571,MNhm42,motor,glutamate,haltere,19,19
1560,2438,17119,IN08B070,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,47,47
1561,2438,17119,IN08B070,intrinsic,acetylcholine,13025,17216,MNhm43,motor,glutamate,haltere,17,17
1562,2449,17021,IN13B032,intrinsic,gaba,5064,16633,MNhl13,motor,glutamate,Fe reductor,8,-8
1563,2449,17021,IN13B032,intrinsic,gaba,10615,17970,MNhl62,motor,glutamate,hind leg,10,-10
1564,2449,17021,IN13B032,intrinsic,gaba,7219,28219,MNhl33,motor,glutamate,Sternal posterior rotator,33,-33
1565,2456,26515,IN08B090,intrinsic,acetylcholine,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,7,7
1566,2456,26515,IN08B090,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,6,6
1567,2456,26515,IN08B090,intrinsic,acetylcholine,11713,12308,MNxm02,motor,glutamate,None,20,20
1568,2456,26515,IN08B090,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,6,6
1569,2458,25991,IN20A.22A048,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,7,7
1570,2458,25991,IN20A.22A048,intrinsic,acetylcholine,11531,17947,MNhl34,motor,glutamate,Sternal posterior rotator,9,9
1571,2458,25991,IN20A.22A048,intrinsic,acetylcholine,643,22465,MNhl12,motor,glutamate,Tr flexor,6,6
1572,2458,25991,IN20A.22A048,intrinsic,acetylcholine,7219,28219,MNhl33,motor,glutamate,Sternal posterior rotator,5,5
1573,2503,10358,IN19A005,intrinsic,gaba,16922,10347,MNhl41,motor,glutamate,Ti extensor,362,-362
1574,2503,10358,IN19A005,intrinsic,gaba,10125,11813,MNhl02,motor,glutamate,hind leg,6,-6
1575,2503,10358,IN19A005,intrinsic,gaba,12134,13075,MNhl39,motor,glutamate,Ti extensor,177,-177
1576,2503,10358,IN19A005,intrinsic,gaba,15960,13095,MNhl66,motor,glutamate,hind leg,18,-18
1577,2503,10358,IN19A005,intrinsic,gaba,165,18471,MNhl36,motor,glutamate,Sternal anterior rotator,10,-10
1578,2503,10358,IN19A005,intrinsic,gaba,3614,23016,MNhl04,motor,acetylcholine,ltm,11,-11
1579,2503,10358,IN19A005,intrinsic,gaba,16734,27479,MNhl62,motor,glutamate,hind leg,8,-8
1580,2503,10358,IN19A005,intrinsic,gaba,9492,152642,MNhl08,motor,glutamate,Sternotrochanter,15,-15
1581,2503,10358,IN19A005,intrinsic,gaba,4427,157432,MNhl22,motor,glutamate,Sternotrochanter,5,-5
1582,2511,13045,IN19A034,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,71,71
1583,2511,13045,IN19A034,intrinsic,acetylcholine,21051,13403,MNad11,motor,glutamate,abdomen,15,15
1584,2511,13045,IN19A034,intrinsic,acetylcholine,8350,13579,MNad11,motor,glutamate,abdomen,51,51
1585,2511,13045,IN19A034,intrinsic,acetylcholine,14172,13717,MNad26,motor,glutamate,abdomen A1,5,5
1586,2511,13045,IN19A034,intrinsic,acetylcholine,10635,13740,MNhl64,motor,acetylcholine,hind leg,8,8
1587,2511,13045,IN19A034,intrinsic,acetylcholine,5228,13883,MNhl88,motor,glutamate,hind leg,7,7
1588,2511,13045,IN19A034,intrinsic,acetylcholine,22106,14008,MNad11,motor,glutamate,abdomen,5,5
1589,2511,13045,IN19A034,intrinsic,acetylcholine,12901,14095,MNad34,motor,glutamate,abdomen A2,8,8
1590,2511,13045,IN19A034,intrinsic,acetylcholine,16768,14211,MNad06,motor,glutamate,abdomen,55,55
1591,2511,13045,IN19A034,intrinsic,acetylcholine,19929,14341,MNad33,motor,glutamate,abdomen A2,7,7
1592,2511,13045,IN19A034,intrinsic,acetylcholine,16606,15388,MNad06,motor,glutamate,abdomen,46,46
1593,2511,13045,IN19A034,intrinsic,acetylcholine,18882,15481,MNad24,motor,glutamate,abdomen,9,9
1594,2511,13045,IN19A034,intrinsic,acetylcholine,1356,15534,MNad14,motor,glutamate,abdomen,113,113
1595,2511,13045,IN19A034,intrinsic,acetylcholine,3008,15857,MNhl87,motor,glutamate,hind leg,59,59
1596,2511,13045,IN19A034,intrinsic,acetylcholine,8140,16367,MNad14,motor,glutamate,abdomen,10,10
1597,2511,13045,IN19A034,intrinsic,acetylcholine,4940,16431,MNad14,motor,glutamate,abdomen,47,47
1598,2511,13045,IN19A034,intrinsic,acetylcholine,328,17160,MNad28,motor,glutamate,abdomen A1,5,5
1599,2511,13045,IN19A034,intrinsic,acetylcholine,2555,17583,MNad46,motor,glutamate,abdomen A2,75,75
1600,2511,13045,IN19A034,intrinsic,acetylcholine,23028,20446,MNad30,motor,glutamate,abdomen A2,6,6
1601,2511,13045,IN19A034,intrinsic,acetylcholine,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,20,20
1602,2516,10388,IN03A001,intrinsic,acetylcholine,16650,10694,MNwm30,motor,glutamate,ps2,11,11
1603,2516,10388,IN03A001,intrinsic,acetylcholine,7381,13214,MNwm01,motor,glutamate,TTM,35,35
1604,2516,10388,IN03A001,intrinsic,acetylcholine,10647,13904,MNml37,motor,glutamate,Tr extensor,46,46
1605,2516,10388,IN03A001,intrinsic,acetylcholine,18716,17316,MNwm02,motor,glutamate,TTM,34,34
1606,2516,10388,IN03A001,intrinsic,acetylcholine,12759,17697,MNml80,motor,glutamate,middle leg,14,14
1607,2516,10388,IN03A001,intrinsic,acetylcholine,16958,19773,MNml29,motor,glutamate,middle leg,15,15
1608,2516,10388,IN03A001,intrinsic,acetylcholine,1043,20119,MNml36,motor,glutamate,Sternal anterior rotator,15,15
1609,2516,10388,IN03A001,intrinsic,acetylcholine,6537,25956,MNml80,motor,glutamate,middle leg,9,9
1610,2516,10388,IN03A001,intrinsic,acetylcholine,17424,26132,MNml08,motor,glutamate,Sternotrochanter,6,6
1611,2516,10388,IN03A001,intrinsic,acetylcholine,23163,30306,MNml09,motor,glutamate,Tr extensor,9,9
1612,2516,10388,IN03A001,intrinsic,acetylcholine,2870,49886,MNml34,motor,glutamate,Sternal posterior rotator,7,7
1613,2516,10388,IN03A001,intrinsic,acetylcholine,836,101909,MNml82,motor,glutamate,middle leg,17,17
1614,2516,10388,IN03A001,intrinsic,acetylcholine,21871,155216,MNml14,motor,glutamate,Acc. tr flexor,7,7
1615,2516,10388,IN03A001,intrinsic,acetylcholine,8202,166392,MNml22,motor,glutamate,Sternotrochanter,33,33
1616,2516,10388,IN03A001,intrinsic,acetylcholine,14061,167442,MNml11,motor,glutamate,Tr flexor,9,9
1617,2523,165339,IN06A071,intrinsic,glutamate,16793,10011,MNwm03,motor,glutamate,hg1,47,-47
1618,2523,165339,IN06A071,intrinsic,glutamate,16950,10407,MNnm04,motor,glutamate,TH1,7,-7
1619,2523,165339,IN06A071,intrinsic,glutamate,8520,10433,MNwm24,motor,glutamate,hg4,9,-9
1620,2523,165339,IN06A071,intrinsic,glutamate,2263,11033,MNnm10,motor,glutamate,neck,12,-12
1621,2523,165339,IN06A071,intrinsic,glutamate,5382,23937,MNnm11,motor,unknown,neck,8,-8
1622,2529,10552,IN19A014,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,62,62
1623,2529,10552,IN19A014,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,23,23
1624,2529,10552,IN19A014,intrinsic,acetylcholine,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,13,13
1625,2529,10552,IN19A014,intrinsic,acetylcholine,21205,12196,MNml29,motor,glutamate,middle leg,12,12
1626,2529,10552,IN19A014,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,37,37
1627,2529,10552,IN19A014,intrinsic,acetylcholine,12808,13033,MNml23,motor,glutamate,ltm,11,11
1628,2529,10552,IN19A014,intrinsic,acetylcholine,18912,13280,MNml40,motor,glutamate,Ti flexor,8,8
1629,2529,10552,IN19A014,intrinsic,acetylcholine,5345,14773,MNhl15,motor,glutamate,ltm2-femur,5,5
1630,2529,10552,IN19A014,intrinsic,acetylcholine,15773,16017,MNml85,motor,glutamate,middle leg,7,7
1631,2529,10552,IN19A014,intrinsic,acetylcholine,22801,16495,MNml26,motor,glutamate,Acc. ti flexor,81,81
1632,2529,10552,IN19A014,intrinsic,acetylcholine,9934,17550,MNml15,motor,glutamate,ltm2-femur,8,8
1633,2529,10552,IN19A014,intrinsic,acetylcholine,10615,17970,MNhl62,motor,glutamate,hind leg,5,5
1634,2529,10552,IN19A014,intrinsic,acetylcholine,10836,19758,MNml38,motor,glutamate,ltm1-tibia,43,43
1635,2529,10552,IN19A014,intrinsic,acetylcholine,16346,24443,MNml25,motor,glutamate,Acc. ti flexor,24,24
1636,2529,10552,IN19A014,intrinsic,acetylcholine,14297,102019,MNml14,motor,gaba,Acc. tr flexor,12,12
1637,2529,10552,IN19A014,intrinsic,acetylcholine,5361,157207,MNml05,motor,glutamate,Tr flexor,9,9
1638,2529,10552,IN19A014,intrinsic,acetylcholine,6657,171055,MNml16,motor,acetylcholine,Sternal adductor,8,8
1639,2529,10552,IN19A014,intrinsic,acetylcholine,21025,192299,MNml21,motor,glutamate,Ti flexor,7,7
1640,2537,10582,IN19A006,intrinsic,acetylcholine,7965,13036,MNml81,motor,glutamate,middle leg,9,9
1641,2547,19814,IN03A064,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,23,23
1642,2547,19814,IN03A064,intrinsic,acetylcholine,4697,102123,MNhl29,motor,glutamate,hind leg,5,5
1643,2550,17687,IN18B040,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,6,6
1644,2550,17687,IN18B040,intrinsic,acetylcholine,9492,152642,MNhl08,motor,glutamate,Sternotrochanter,10,10
1645,2550,17687,IN18B040,intrinsic,acetylcholine,4427,157432,MNhl22,motor,glutamate,Sternotrochanter,12,12
1646,2550,17687,IN18B040,intrinsic,acetylcholine,23213,157503,MNhl08,motor,glutamate,Sternotrochanter,11,11
1647,2554,17979,IN21A054,intrinsic,glutamate,5282,11480,MNhl67,motor,glutamate,hind leg,5,-5
1648,2554,17979,IN21A054,intrinsic,glutamate,2759,12504,MNhl67,motor,glutamate,hind leg,6,-6
1649,2554,17979,IN21A054,intrinsic,glutamate,7954,13006,MNhl39,motor,glutamate,Ti extensor,6,-6
1650,2554,17979,IN21A054,intrinsic,glutamate,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,9,-9
1651,2567,40575,IN20A.22A088,intrinsic,acetylcholine,1797,14168,MNhl17,motor,glutamate,Pleural remotor/abductor,18,18
1652,2578,15516,IN13A026,intrinsic,gaba,16520,10462,MNhl41,motor,glutamate,Ti extensor,93,-93
1653,2578,15516,IN13A026,intrinsic,gaba,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,63,-63
1654,2578,15516,IN13A026,intrinsic,gaba,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,52,-52
1655,2578,15516,IN13A026,intrinsic,gaba,12674,12113,MNhl35,motor,glutamate,Fe reductor,9,-9
1656,2578,15516,IN13A026,intrinsic,gaba,7954,13006,MNhl39,motor,glutamate,Ti extensor,145,-145
1657,2578,15516,IN13A026,intrinsic,gaba,734,13241,MNhl19,motor,glutamate,ltm1-tibia,5,-5
1658,2578,15516,IN13A026,intrinsic,gaba,17805,14622,MNhl75,motor,glutamate,hind leg,18,-18
1659,2578,15516,IN13A026,intrinsic,gaba,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,5,-5
1660,2578,15516,IN13A026,intrinsic,gaba,10615,17970,MNhl62,motor,glutamate,hind leg,13,-13
1661,2578,15516,IN13A026,intrinsic,gaba,4176,165340,MNhl09,motor,glutamate,Tr extensor,9,-9
1662,2596,13711,IN18B026,intrinsic,acetylcholine,19039,10074,MNwm19,motor,acetylcholine,"DLM a, b",7,7
1663,2596,13711,IN18B026,intrinsic,acetylcholine,21374,10361,MNwm20,motor,unknown,DLM c-f,9,9
1664,2596,13711,IN18B026,intrinsic,acetylcholine,2251,10473,MNad21,motor,glutamate,abdomen A2,39,39
1665,2596,13711,IN18B026,intrinsic,acetylcholine,8949,10482,MNad21,motor,glutamate,abdomen A2,28,28
1666,2596,13711,IN18B026,intrinsic,acetylcholine,902,10521,MNwm31,motor,glutamate,tp1,19,19
1667,2596,13711,IN18B026,intrinsic,acetylcholine,17878,10548,MNad21,motor,glutamate,abdomen,19,19
1668,2596,13711,IN18B026,intrinsic,acetylcholine,19699,10592,MNwm20,motor,glutamate,DLM c-f,7,7
1669,2596,13711,IN18B026,intrinsic,acetylcholine,20418,10616,MNad21,motor,glutamate,abdomen,24,24
1670,2596,13711,IN18B026,intrinsic,acetylcholine,2927,10669,MNwm21,motor,unknown,DVM 1a-c,8,8
1671,2596,13711,IN18B026,intrinsic,acetylcholine,23285,10733,MNwm21,motor,acetylcholine,DVM 1a-c,22,22
1672,2596,13711,IN18B026,intrinsic,acetylcholine,15987,10766,MNwm32,motor,glutamate,tp2,5,5
1673,2596,13711,IN18B026,intrinsic,acetylcholine,3235,10778,MNwm31,motor,gaba,tp1,42,42
1674,2596,13711,IN18B026,intrinsic,acetylcholine,22290,10892,MNwm20,motor,unknown,DLM c-f,5,5
1675,2596,13711,IN18B026,intrinsic,acetylcholine,5942,11572,MNad18,motor,glutamate,abdomen A2,6,6
1676,2596,13711,IN18B026,intrinsic,acetylcholine,18235,11585,MNad18,motor,glutamate,abdomen A2,9,9
1677,2596,13711,IN18B026,intrinsic,acetylcholine,13627,12314,MNad27,motor,gaba,abdomen,6,6
1678,2596,13711,IN18B026,intrinsic,acetylcholine,18519,12445,MNad27,motor,glutamate,abdomen,5,5
1679,2596,13711,IN18B026,intrinsic,acetylcholine,22228,14898,MNwm21,motor,acetylcholine,DVM 1a-c,13,13
1680,2596,13711,IN18B026,intrinsic,acetylcholine,14800,18309,MNwm20,motor,glutamate,DLM c-f,32,32
1681,2630,11248,IN17A020,intrinsic,acetylcholine,15312,19480,MNhl65,motor,glutamate,hind leg,5,5
1682,2636,23009,IN20A.22A044,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,54,54
1683,2636,23009,IN20A.22A044,intrinsic,acetylcholine,6007,159762,MNhl18,motor,glutamate,Tergotr.,12,12
1684,2636,23009,IN20A.22A044,intrinsic,acetylcholine,11724,221983,MNhl01,motor,glutamate,hind leg,7,7
1685,2644,11412,IN03A053,intrinsic,acetylcholine,16922,10347,MNhl41,motor,glutamate,Ti extensor,6,6
1686,2644,11412,IN03A053,intrinsic,acetylcholine,15960,13095,MNhl66,motor,glutamate,hind leg,7,7
1687,2644,11412,IN03A053,intrinsic,acetylcholine,18293,18286,MNhl31,motor,glutamate,Pleural remotor/abductor,20,20
1688,2652,21040,IN06A077,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,55,-55
1689,2652,21040,IN06A077,intrinsic,gaba,21344,10825,MNhm03,motor,glutamate,haltere,20,-20
1690,2654,11442,IN12B010,intrinsic,gaba,21382,10787,MNad34,motor,glutamate,abdomen A1,19,-19
1691,2654,11442,IN12B010,intrinsic,gaba,15740,11375,MNad63,motor,glutamate,abdomen A2,22,-22
1692,2654,11442,IN12B010,intrinsic,gaba,6579,11768,MNad19,motor,glutamate,abdomen,5,-5
1693,2654,11442,IN12B010,intrinsic,gaba,1578,12612,MNad15,motor,glutamate,abdomen,22,-22
1694,2654,11442,IN12B010,intrinsic,gaba,9202,12756,MNad35,motor,glutamate,abdomen A2,7,-7
1695,2654,11442,IN12B010,intrinsic,gaba,6532,14329,MNad62,motor,gaba,abdomen,6,-6
1696,2664,20412,IN04B088,intrinsic,acetylcholine,9392,14020,MNhl35,motor,glutamate,Fe reductor,38,38
1697,2664,20412,IN04B088,intrinsic,acetylcholine,1797,14168,MNhl17,motor,glutamate,Pleural remotor/abductor,26,26
1698,2664,20412,IN04B088,intrinsic,acetylcholine,18293,18286,MNhl31,motor,glutamate,Pleural remotor/abductor,58,58
1699,2664,20412,IN04B088,intrinsic,acetylcholine,10176,21665,MNhl13,motor,glutamate,Fe reductor,6,6
1700,2665,163340,IN20A.22A064,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,5,5
1701,2665,163340,IN20A.22A064,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,74,74
1702,2666,20150,IN08A028,intrinsic,glutamate,11506,10782,MNad42,motor,glutamate,abdomen A2,11,-11
1703,2666,20150,IN08A028,intrinsic,glutamate,17888,10840,MNad41,motor,glutamate,abdomen A2,11,-11
1704,2666,20150,IN08A028,intrinsic,glutamate,9629,10866,MNhl37,motor,glutamate,Tr extensor,6,-6
1705,2666,20150,IN08A028,intrinsic,glutamate,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,35,-35
1706,2666,20150,IN08A028,intrinsic,glutamate,5652,12225,MNad36,motor,glutamate,abdomen A2,11,-11
1707,2666,20150,IN08A028,intrinsic,glutamate,12416,12758,MNhl26,motor,glutamate,Acc. ti flexor,11,-11
1708,2666,20150,IN08A028,intrinsic,glutamate,620,13069,MNhl22,motor,glutamate,Sternotrochanter,11,-11
1709,2666,20150,IN08A028,intrinsic,glutamate,21850,14123,MNad10,motor,glutamate,abdomen,20,-20
1710,2666,20150,IN08A028,intrinsic,glutamate,3138,16949,MNad44,motor,glutamate,abdomen,9,-9
1711,2666,20150,IN08A028,intrinsic,glutamate,4176,165340,MNhl09,motor,glutamate,Tr extensor,9,-9
1712,2674,30466,IN06A133,intrinsic,gaba,1863,10460,MNad42,motor,acetylcholine,abdomen A2,13,-13
1713,2674,30466,IN06A133,intrinsic,gaba,21344,10825,MNhm03,motor,glutamate,haltere,23,-23
1714,2674,30466,IN06A133,intrinsic,gaba,12179,10904,MNad41,motor,glutamate,abdomen A2,5,-5
1715,2674,30466,IN06A133,intrinsic,gaba,17347,11638,MNad40,motor,glutamate,abdomen A2,10,-10
1716,2674,30466,IN06A133,intrinsic,gaba,7169,20860,MNnm04,motor,glutamate,TH1,5,-5
1717,2674,30466,IN06A133,intrinsic,gaba,10273,178721,MNnm10,motor,glutamate,neck,5,-5
1718,2682,18741,IN21A038,intrinsic,glutamate,3879,10968,MNhl68,motor,glutamate,hind leg,29,-29
1719,2682,18741,IN21A038,intrinsic,glutamate,16916,12474,MNhl28,motor,glutamate,Acc. ti flexor,6,-6
1720,2682,18741,IN21A038,intrinsic,glutamate,23251,12800,MNhl66,motor,glutamate,hind leg,12,-12
1721,2682,18741,IN21A038,intrinsic,glutamate,5505,13170,MNhl24,motor,glutamate,Acc. ti flexor,10,-10
1722,2682,18741,IN21A038,intrinsic,glutamate,18898,13512,MNhl68,motor,glutamate,hind leg,7,-7
1723,2682,18741,IN21A038,intrinsic,glutamate,20468,15550,MNhl63,motor,glutamate,hind leg,6,-6
1724,2682,18741,IN21A038,intrinsic,glutamate,12899,16228,MNhl25,motor,glutamate,Acc. ti flexor,8,-8
1725,2682,18741,IN21A038,intrinsic,glutamate,3958,18491,MNhl40,motor,glutamate,Ti flexor,31,-31
1726,2688,28235,IN06A083,intrinsic,gaba,7310,10055,MNwm18,motor,glutamate,b3,34,-34
1727,2688,28235,IN06A083,intrinsic,gaba,10829,10130,MNwm23,motor,glutamate,hg3,16,-16
1728,2688,28235,IN06A083,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,5,-5
1729,2688,28235,IN06A083,intrinsic,gaba,1863,10460,MNad42,motor,acetylcholine,abdomen A2,15,-15
1730,2688,28235,IN06A083,intrinsic,gaba,10273,178721,MNnm10,motor,glutamate,neck,24,-24
1731,2710,159206,IN16B104,intrinsic,glutamate,10300,11294,MNwm33,motor,glutamate,tp,6,-6
1732,2710,159206,IN16B104,intrinsic,glutamate,7450,20969,MNhm40,motor,glutamate,hi2,10,-10
1733,2719,159498,IN14A095,intrinsic,glutamate,12416,12758,MNhl26,motor,glutamate,Acc. ti flexor,38,-38
1734,2754,14369,IN03A026,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,24,24
1735,2754,14369,IN03A026,intrinsic,acetylcholine,15434,11400,MNhl34,motor,glutamate,Sternal posterior rotator,35,35
1736,2754,14369,IN03A026,intrinsic,acetylcholine,12674,12113,MNhl35,motor,glutamate,Fe reductor,43,43
1737,2754,14369,IN03A026,intrinsic,acetylcholine,16497,12529,MNad35,motor,glutamate,abdomen A2,13,13
1738,2754,14369,IN03A026,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,13,13
1739,2754,14369,IN03A026,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,37,37
1740,2754,14369,IN03A026,intrinsic,acetylcholine,20022,17500,MNad32,motor,glutamate,abdomen A2,6,6
1741,2754,14369,IN03A026,intrinsic,acetylcholine,11531,17947,MNhl34,motor,glutamate,Sternal posterior rotator,49,49
1742,2754,14369,IN03A026,intrinsic,acetylcholine,17250,26883,MNhl12,motor,glutamate,Tr flexor,7,7
1743,2754,14369,IN03A026,intrinsic,acetylcholine,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,8,8
1744,2754,14369,IN03A026,intrinsic,acetylcholine,2388,154133,MNhl06,motor,glutamate,Sternal posterior rotator,55,55
1745,2755,14503,IN06A115,intrinsic,gaba,5893,14267,MNhm37,motor,glutamate,hDVM,18,-18
1746,2755,14503,IN06A115,intrinsic,gaba,5634,14322,MNhm37,motor,glutamate,hDVM,38,-38
1747,2755,14503,IN06A115,intrinsic,gaba,6135,15523,MNad28,motor,glutamate,abdomen A1,58,-58
1748,2755,14503,IN06A115,intrinsic,gaba,19497,16201,MNhm39,motor,glutamate,hi2,5,-5
1749,2755,14503,IN06A115,intrinsic,gaba,1364,16222,MNhm39,motor,glutamate,hi2,5,-5
1750,2755,14503,IN06A115,intrinsic,gaba,15635,17022,MNhm38,motor,glutamate,hi1,33,-33
1751,2755,14503,IN06A115,intrinsic,gaba,19190,20786,MNhm38,motor,glutamate,hi1,31,-31
1752,2773,21474,IN03A077,intrinsic,acetylcholine,16922,10347,MNhl41,motor,glutamate,Ti extensor,6,6
1753,2773,21474,IN03A077,intrinsic,acetylcholine,14172,13717,MNad26,motor,glutamate,abdomen A1,5,5
1754,2793,12040,IN05B019,intrinsic,gaba,3350,11242,MNad22,motor,glutamate,abdomen,7,-7
1755,2793,12040,IN05B019,intrinsic,gaba,22130,11545,MNad22,motor,glutamate,abdomen,13,-13
1756,2811,21960,IN08B093,intrinsic,acetylcholine,18117,10067,MNwm18,motor,glutamate,b3,13,13
1757,2811,21960,IN08B093,intrinsic,acetylcholine,6389,15244,MNnm13,motor,unknown,neck,29,29
1758,2818,10497,IN16B018,intrinsic,gaba,16520,10462,MNhl41,motor,glutamate,Ti extensor,37,-37
1759,2818,10497,IN16B018,intrinsic,gaba,3879,10968,MNhl68,motor,glutamate,hind leg,6,-6
1760,2818,10497,IN16B018,intrinsic,gaba,15434,11400,MNhl34,motor,glutamate,Sternal posterior rotator,59,-59
1761,2818,10497,IN16B018,intrinsic,gaba,7954,13006,MNhl39,motor,glutamate,Ti extensor,23,-23
1762,2818,10497,IN16B018,intrinsic,gaba,13750,13144,MNhl65,motor,glutamate,hind leg,92,-92
1763,2818,10497,IN16B018,intrinsic,gaba,1527,14649,MNhl29,motor,glutamate,hind leg,15,-15
1764,2818,10497,IN16B018,intrinsic,gaba,7610,16903,MNhl14,motor,glutamate,Acc. tr flexor,215,-215
1765,2818,10497,IN16B018,intrinsic,gaba,1224,17137,MNhl11,motor,glutamate,Tr flexor,25,-25
1766,2818,10497,IN16B018,intrinsic,gaba,4517,17693,MNhl14,motor,glutamate,Acc. tr flexor,71,-71
1767,2818,10497,IN16B018,intrinsic,gaba,11531,17947,MNhl34,motor,glutamate,Sternal posterior rotator,87,-87
1768,2818,10497,IN16B018,intrinsic,gaba,4070,19613,MNhl14,motor,glutamate,Acc. tr flexor,51,-51
1769,2818,10497,IN16B018,intrinsic,gaba,643,22465,MNhl12,motor,glutamate,Tr flexor,131,-131
1770,2818,10497,IN16B018,intrinsic,gaba,17250,26883,MNhl12,motor,glutamate,Tr flexor,52,-52
1771,2818,10497,IN16B018,intrinsic,gaba,14396,28997,MNhl12,motor,glutamate,Tr flexor,66,-66
1772,2818,10497,IN16B018,intrinsic,gaba,5719,40443,MNhl07,motor,glutamate,Tr flexor,144,-144
1773,2818,10497,IN16B018,intrinsic,gaba,10997,41439,MNhl07,motor,glutamate,Tr flexor,41,-41
1774,2818,10497,IN16B018,intrinsic,gaba,19833,96565,MNhl05,motor,glutamate,Tr flexor,226,-226
1775,2818,10497,IN16B018,intrinsic,gaba,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,5,-5
1776,2818,10497,IN16B018,intrinsic,gaba,2388,154133,MNhl06,motor,glutamate,Sternal posterior rotator,67,-67
1777,2821,33325,IN20A.22A088,intrinsic,acetylcholine,9629,10866,MNhl37,motor,glutamate,Tr extensor,11,11
1778,2821,33325,IN20A.22A088,intrinsic,acetylcholine,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,8,8
1779,2821,33325,IN20A.22A088,intrinsic,acetylcholine,620,13069,MNhl22,motor,glutamate,Sternotrochanter,23,23
1780,2821,33325,IN20A.22A088,intrinsic,acetylcholine,2441,14596,MNhl31,motor,glutamate,Pleural remotor/abductor,20,20
1781,2821,33325,IN20A.22A088,intrinsic,acetylcholine,1527,14649,MNhl29,motor,glutamate,hind leg,8,8
1782,2821,33325,IN20A.22A088,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,8,8
1783,2821,33325,IN20A.22A088,intrinsic,acetylcholine,2319,15735,MNhl01,motor,glutamate,hind leg,14,14
1784,2821,33325,IN20A.22A088,intrinsic,acetylcholine,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,12,12
