,source_uid,source_bid,source_name,source_class,source_type,target_uid,target_bid,target_name,target_class,target_type,target_muscle,syn_count,eff_weight
1338,1436,11326,IN12A003,intrinsic,acetylcholine,3958,18491,MNhl40,motor,glutamate,Ti flexor,21,21
1339,1436,11326,IN12A003,intrinsic,acetylcholine,8860,37220,MNhl40,motor,glutamate,Ti flexor,12,12
1340,1443,21088,IN03B060,intrinsic,gaba,19970,10013,MNwm16,motor,glutamate,b1,16,-16
1341,1443,21088,IN03B060,intrinsic,gaba,12438,10131,MNwm17,motor,glutamate,b2,31,-31
1342,1445,11752,IN19A020,intrinsic,gaba,7965,13036,MNml81,motor,glutamate,middle leg,5,-5
1343,1445,11752,IN19A020,intrinsic,gaba,7792,13817,MNml16,motor,glutamate,Sternal adductor,14,-14
1344,1445,11752,IN19A020,intrinsic,gaba,12723,19704,MNml12,motor,glutamate,Tr flexor,23,-23
1345,1445,11752,IN19A020,intrinsic,gaba,4990,23364,MNml05,motor,glutamate,Tr flexor,7,-7
1346,1445,11752,IN19A020,intrinsic,gaba,21068,156233,MNml07,motor,glutamate,Tr flexor,5,-5
1347,1450,152815,IN03B060,intrinsic,gaba,19970,10013,MNwm16,motor,glutamate,b1,29,-29
1348,1450,152815,IN03B060,intrinsic,gaba,12438,10131,MNwm17,motor,glutamate,b2,27,-27
1349,1455,21118,IN12B044,intrinsic,gaba,11713,12308,MNxm02,motor,glutamate,None,7,-7
1350,1455,21118,IN12B044,intrinsic,gaba,5090,14828,MNml81,motor,glutamate,middle leg,10,-10
1351,1459,18857,IN04B078,intrinsic,acetylcholine,16650,10694,MNwm30,motor,glutamate,ps2,49,49
1352,1459,18857,IN04B078,intrinsic,acetylcholine,5556,10737,MNml39,motor,acetylcholine,Ti extensor,12,12
1353,1459,18857,IN04B078,intrinsic,acetylcholine,6746,11115,MNml41,motor,glutamate,Ti extensor,15,15
1354,1459,18857,IN04B078,intrinsic,acetylcholine,15121,13784,MNml24,motor,glutamate,Acc. ti flexor,12,12
1355,1459,18857,IN04B078,intrinsic,acetylcholine,1043,20119,MNml36,motor,glutamate,Sternal anterior rotator,6,6
1356,1459,18857,IN04B078,intrinsic,acetylcholine,13128,153315,MNml12,motor,glutamate,Tr flexor,9,9
1357,1489,160010,IN20A.22A065,intrinsic,acetylcholine,15042,10461,MNml41,motor,glutamate,Ti extensor,40,40
1358,1489,160010,IN20A.22A065,intrinsic,acetylcholine,20793,11489,MNml39,motor,glutamate,Ti extensor,9,9
1359,1489,160010,IN20A.22A065,intrinsic,acetylcholine,13137,29509,MNml10,motor,glutamate,middle leg,5,5
1360,1491,16820,IN04B035,intrinsic,acetylcholine,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,8,8
1361,1491,16820,IN04B035,intrinsic,acetylcholine,17884,22175,MNwm01,motor,glutamate,TTM,5,5
1362,1491,16820,IN04B035,intrinsic,acetylcholine,16877,24669,MNml36,motor,glutamate,Sternal anterior rotator,10,10
1363,1501,17112,IN03A052,intrinsic,acetylcholine,1911,171948,MNml12,motor,glutamate,Tr flexor,21,21
1364,1505,14851,IN17A048,intrinsic,glutamate,18117,10067,MNwm18,motor,glutamate,b3,12,-12
1365,1505,14851,IN17A048,intrinsic,glutamate,21239,10129,MNwm27,motor,glutamate,iii1,258,-258
1366,1505,14851,IN17A048,intrinsic,glutamate,7297,10287,MNwm28,motor,glutamate,iii3,44,-44
1367,1505,14851,IN17A048,intrinsic,glutamate,8520,10433,MNwm24,motor,glutamate,hg4,7,-7
1368,1505,14851,IN17A048,intrinsic,glutamate,7984,10543,MNwm33,motor,glutamate,tp,10,-10
1369,1505,14851,IN17A048,intrinsic,glutamate,3222,10614,MNwm27,motor,glutamate,iii1,10,-10
1370,1505,14851,IN17A048,intrinsic,glutamate,10300,11294,MNwm33,motor,glutamate,tp,163,-163
1371,1506,14589,IN08B042,intrinsic,acetylcholine,15740,11375,MNad63,motor,glutamate,abdomen A2,7,7
1372,1506,14589,IN08B042,intrinsic,acetylcholine,11488,22215,MNfl36,motor,glutamate,Sternal anterior rotator,10,10
1373,1509,157517,IN11B021,intrinsic,gaba,21239,10129,MNwm27,motor,glutamate,iii1,15,-15
1374,1509,157517,IN11B021,intrinsic,gaba,7297,10287,MNwm28,motor,glutamate,iii3,20,-20
1375,1509,157517,IN11B021,intrinsic,gaba,8520,10433,MNwm24,motor,glutamate,hg4,20,-20
1376,1509,157517,IN11B021,intrinsic,gaba,10300,11294,MNwm33,motor,glutamate,tp,68,-68
1377,1509,157517,IN11B021,intrinsic,gaba,21191,46457,MNwm36,motor,glutamate,wing,13,-13
1378,1514,16880,IN13B032,intrinsic,gaba,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,38,-38
1379,1537,15075,IN11A003,intrinsic,acetylcholine,19443,10811,MNhl38,motor,glutamate,ltm1-tibia,5,5
1380,1537,15075,IN11A003,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,26,26
1381,1537,15075,IN11A003,intrinsic,acetylcholine,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,34,34
1382,1537,15075,IN11A003,intrinsic,acetylcholine,20517,13543,MNhl59,motor,glutamate,hind leg,5,5
1383,1537,15075,IN11A003,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,9,9
1384,1537,15075,IN11A003,intrinsic,acetylcholine,10615,17970,MNhl62,motor,glutamate,hind leg,30,30
1385,1540,14813,IN07B028,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,6,6
1386,1540,14813,IN07B028,intrinsic,acetylcholine,2319,15735,MNhl01,motor,glutamate,hind leg,6,6
1387,1542,166681,IN03B058,intrinsic,gaba,9467,10178,MNwm36,motor,glutamate,wing,43,-43
1388,1542,166681,IN03B058,intrinsic,gaba,1180,10204,MNwm29,motor,glutamate,ps1,181,-181
1389,1542,166681,IN03B058,intrinsic,gaba,10162,10270,MNwm32,motor,gaba,tp2,9,-9
1390,1542,166681,IN03B058,intrinsic,gaba,902,10521,MNwm31,motor,glutamate,tp1,16,-16
1391,1542,166681,IN03B058,intrinsic,gaba,15987,10766,MNwm32,motor,glutamate,tp2,10,-10
1392,1542,166681,IN03B058,intrinsic,gaba,3235,10778,MNwm31,motor,gaba,tp1,40,-40
1393,1542,166681,IN03B058,intrinsic,gaba,19815,10958,MNwm29,motor,gaba,ps1,82,-82
1394,1542,166681,IN03B058,intrinsic,gaba,21191,46457,MNwm36,motor,glutamate,wing,98,-98
1395,1546,12418,IN11B017,intrinsic,gaba,9899,10123,MNwm03,motor,glutamate,hg1,57,-57
1396,1546,12418,IN11B017,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,61,-61
1397,1546,12418,IN11B017,intrinsic,gaba,2382,11991,MNwm35,motor,glutamate,wing,5,-5
1398,1565,10583,IN01A003,intrinsic,acetylcholine,1863,10460,MNad42,motor,acetylcholine,abdomen A2,7,7
1399,1565,10583,IN01A003,intrinsic,acetylcholine,17347,11638,MNad40,motor,glutamate,abdomen A2,5,5
1400,1571,22472,IN19B075,intrinsic,acetylcholine,12036,10014,MNwm20,motor,gaba,DLM c-f,12,12
1401,1571,22472,IN19B075,intrinsic,acetylcholine,19039,10074,MNwm19,motor,acetylcholine,"DLM a, b",28,28
1402,1571,22472,IN19B075,intrinsic,acetylcholine,23518,10088,MNwm20,motor,glutamate,DLM c-f,11,11
1403,1571,22472,IN19B075,intrinsic,acetylcholine,10829,10130,MNwm23,motor,glutamate,hg3,12,12
1404,1571,22472,IN19B075,intrinsic,acetylcholine,21374,10361,MNwm20,motor,unknown,DLM c-f,15,15
1405,1571,22472,IN19B075,intrinsic,acetylcholine,3512,10589,MNwm19,motor,glutamate,"DLM a, b",33,33
1406,1571,22472,IN19B075,intrinsic,acetylcholine,19699,10592,MNwm20,motor,glutamate,DLM c-f,18,18
1407,1571,22472,IN19B075,intrinsic,acetylcholine,2927,10669,MNwm21,motor,unknown,DVM 1a-c,21,21
1408,1571,22472,IN19B075,intrinsic,acetylcholine,23285,10733,MNwm21,motor,acetylcholine,DVM 1a-c,39,39
1409,1571,22472,IN19B075,intrinsic,acetylcholine,15987,10766,MNwm32,motor,glutamate,tp2,5,5
1410,1571,22472,IN19B075,intrinsic,acetylcholine,22290,10892,MNwm20,motor,unknown,DLM c-f,28,28
1411,1571,22472,IN19B075,intrinsic,acetylcholine,23125,11776,MNwm15,motor,glutamate,"DVM 3a, b",23,23
1412,1571,22472,IN19B075,intrinsic,acetylcholine,9186,12330,MNwm21,motor,glutamate,DVM 1a-c,41,41
1413,1571,22472,IN19B075,intrinsic,acetylcholine,11858,13228,MNwm15,motor,acetylcholine,"DVM 3a, b",22,22
1414,1571,22472,IN19B075,intrinsic,acetylcholine,9288,13586,MNwm15,motor,glutamate,"DVM 3a, b",5,5
1415,1571,22472,IN19B075,intrinsic,acetylcholine,16741,14017,MNwm21,motor,unknown,DVM 1a-c,14,14
1416,1571,22472,IN19B075,intrinsic,acetylcholine,22228,14898,MNwm21,motor,acetylcholine,DVM 1a-c,14,14
1417,1571,22472,IN19B075,intrinsic,acetylcholine,7631,15098,MNwm15,motor,glutamate,"DVM 2a, b",5,5
1418,1571,22472,IN19B075,intrinsic,acetylcholine,14800,18309,MNwm20,motor,glutamate,DLM c-f,44,44
1419,1571,22472,IN19B075,intrinsic,acetylcholine,9489,162240,MNwm20,motor,glutamate,DLM c-f,25,25
1420,1571,22472,IN19B075,intrinsic,acetylcholine,18198,169914,MNwm20,motor,glutamate,DLM c-f,25,25
1421,1571,22472,IN19B075,intrinsic,acetylcholine,3706,38723486729,MNwm21,motor,unknown,DVM 1a-c,20,20
1422,1576,21948,IN11B016,intrinsic,gaba,9899,10123,MNwm03,motor,glutamate,hg1,75,-75
1423,1576,21948,IN11B016,intrinsic,gaba,10829,10130,MNwm23,motor,glutamate,hg3,20,-20
1424,1576,21948,IN11B016,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,63,-63
1425,1576,21948,IN11B016,intrinsic,gaba,2924,10931,MNwm23,motor,gaba,hg3,9,-9
1426,1576,21948,IN11B016,intrinsic,gaba,2382,11991,MNwm35,motor,glutamate,wing,50,-50
1427,1576,21948,IN11B016,intrinsic,gaba,7668,12927,MNwm22,motor,glutamate,hg2,5,-5
1428,1600,152785,IN16B075,intrinsic,glutamate,18117,10067,MNwm18,motor,glutamate,b3,7,-7
1429,1600,152785,IN16B075,intrinsic,glutamate,16794,10145,MNwm26,motor,glutamate,i2,6,-6
1430,1600,152785,IN16B075,intrinsic,glutamate,15042,10461,MNml41,motor,glutamate,Ti extensor,39,-39
1431,1600,152785,IN16B075,intrinsic,glutamate,20793,11489,MNml39,motor,glutamate,Ti extensor,26,-26
1432,1600,152785,IN16B075,intrinsic,glutamate,5090,14828,MNml81,motor,glutamate,middle leg,8,-8
1433,1600,152785,IN16B075,intrinsic,glutamate,18472,15006,MNml12,motor,acetylcholine,Tr flexor,30,-30
1434,1600,152785,IN16B075,intrinsic,glutamate,7521,158769,MNml12,motor,glutamate,Tr flexor,9,-9
1435,1600,152785,IN16B075,intrinsic,glutamate,9631,162868,MNml24,motor,glutamate,Acc. ti flexor,8,-8
1436,1600,152785,IN16B075,intrinsic,glutamate,1911,171948,MNml12,motor,glutamate,Tr flexor,8,-8
1437,1603,173876,IN12B024,intrinsic,gaba,7792,13817,MNml16,motor,glutamate,Sternal adductor,9,-9
1438,1603,173876,IN12B024,intrinsic,gaba,11854,15623,MNml21,motor,glutamate,Ti flexor,5,-5
1439,1603,173876,IN12B024,intrinsic,gaba,14274,17070,MNml25,motor,glutamate,Acc. ti flexor,7,-7
1440,1603,173876,IN12B024,intrinsic,gaba,5217,25212,MNml26,motor,glutamate,Acc. ti flexor,7,-7
1441,1607,20143,IN19B066,intrinsic,acetylcholine,18117,10067,MNwm18,motor,glutamate,b3,16,16
1442,1607,20143,IN19B066,intrinsic,acetylcholine,6612,10225,MNwm25,motor,glutamate,i1,22,22
1443,1607,20143,IN19B066,intrinsic,acetylcholine,11506,10782,MNad42,motor,glutamate,abdomen A2,45,45
1444,1607,20143,IN19B066,intrinsic,acetylcholine,17888,10840,MNad41,motor,glutamate,abdomen A2,13,13
1445,1607,20143,IN19B066,intrinsic,acetylcholine,5652,12225,MNad36,motor,glutamate,abdomen A2,32,32
1446,1607,20143,IN19B066,intrinsic,acetylcholine,9697,14159,MNad51,motor,glutamate,abdomen A2,7,7
1447,1607,20143,IN19B066,intrinsic,acetylcholine,13587,14613,MNad40,motor,glutamate,abdomen A2,11,11
1448,1607,20143,IN19B066,intrinsic,acetylcholine,22228,14898,MNwm21,motor,acetylcholine,DVM 1a-c,20,20
1449,1607,20143,IN19B066,intrinsic,acetylcholine,21963,15215,MNad31,motor,glutamate,abdomen A2,5,5
1450,1607,20143,IN19B066,intrinsic,acetylcholine,1734,18376,MNad43,motor,acetylcholine,abdomen,23,23
1451,1607,20143,IN19B066,intrinsic,acetylcholine,8548,18939,MNad01,motor,glutamate,abdomen,13,13
1452,1615,20435,IN16B065,intrinsic,glutamate,18117,10067,MNwm18,motor,glutamate,b3,6,-6
1453,1615,20435,IN16B065,intrinsic,glutamate,16794,10145,MNwm26,motor,glutamate,i2,12,-12
1454,1615,20435,IN16B065,intrinsic,glutamate,15042,10461,MNml41,motor,glutamate,Ti extensor,68,-68
1455,1615,20435,IN16B065,intrinsic,glutamate,20793,11489,MNml39,motor,glutamate,Ti extensor,50,-50
1456,1615,20435,IN16B065,intrinsic,glutamate,5090,14828,MNml81,motor,glutamate,middle leg,7,-7
1457,1615,20435,IN16B065,intrinsic,glutamate,9631,162868,MNml24,motor,glutamate,Acc. ti flexor,24,-24
1458,1625,20203,IN08A023,intrinsic,glutamate,10183,10068,MNwm34,motor,glutamate,TTM,8,-8
1459,1625,20203,IN08A023,intrinsic,glutamate,18192,15883,MNml34,motor,glutamate,Sternal posterior rotator,31,-31
1460,1625,20203,IN08A023,intrinsic,glutamate,2870,49886,MNml34,motor,glutamate,Sternal posterior rotator,7,-7
1461,1625,20203,IN08A023,intrinsic,glutamate,19048,154769,MNml06,motor,glutamate,Sternal posterior rotator,6,-6
1462,1625,20203,IN08A023,intrinsic,glutamate,17377,172408,MNml33,motor,glutamate,Sternal posterior rotator,35,-35
1463,1632,29569,IN17A064,intrinsic,glutamate,21239,10129,MNwm27,motor,glutamate,iii1,11,-11
1464,1632,29569,IN17A064,intrinsic,glutamate,7984,10543,MNwm33,motor,glutamate,tp,103,-103
1465,1632,29569,IN17A064,intrinsic,glutamate,3222,10614,MNwm27,motor,glutamate,iii1,393,-393
1466,1632,29569,IN17A064,intrinsic,glutamate,19815,10958,MNwm29,motor,gaba,ps1,7,-7
1467,1634,27308,IN12A061,intrinsic,acetylcholine,7329,10115,MNwm25,motor,glutamate,i1,61,61
1468,1634,27308,IN12A061,intrinsic,acetylcholine,9899,10123,MNwm03,motor,glutamate,hg1,23,23
1469,1634,27308,IN12A061,intrinsic,acetylcholine,16523,10200,MNwm24,motor,glutamate,hg4,5,5
1470,1634,27308,IN12A061,intrinsic,acetylcholine,16650,10694,MNwm30,motor,glutamate,ps2,5,5
1471,1634,27308,IN12A061,intrinsic,acetylcholine,21344,10825,MNhm03,motor,glutamate,haltere,7,7
1472,1634,27308,IN12A061,intrinsic,acetylcholine,17060,11663,MNwm15,motor,gaba,"DVM 2a, b",6,6
1473,1634,27308,IN12A061,intrinsic,acetylcholine,2382,11991,MNwm35,motor,glutamate,wing,11,11
1474,1634,27308,IN12A061,intrinsic,acetylcholine,9186,12330,MNwm21,motor,glutamate,DVM 1a-c,8,8
1475,1634,27308,IN12A061,intrinsic,acetylcholine,16741,14017,MNwm21,motor,unknown,DVM 1a-c,12,12
1476,1634,27308,IN12A061,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,23,23
1477,1649,15875,IN12A023,intrinsic,acetylcholine,1180,10204,MNwm29,motor,glutamate,ps1,106,106
1478,1649,15875,IN12A023,intrinsic,acetylcholine,19815,10958,MNwm29,motor,gaba,ps1,258,258
1479,1649,15875,IN12A023,intrinsic,acetylcholine,2382,11991,MNwm35,motor,glutamate,wing,32,32
1480,1655,15905,IN18B045,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,16,16
1481,1655,15905,IN18B045,intrinsic,acetylcholine,7381,13214,MNwm01,motor,glutamate,TTM,18,18
1482,1658,15643,IN17A064,intrinsic,glutamate,21239,10129,MNwm27,motor,glutamate,iii1,17,-17
1483,1658,15643,IN17A064,intrinsic,glutamate,7984,10543,MNwm33,motor,glutamate,tp,101,-101
1484,1658,15643,IN17A064,intrinsic,glutamate,3222,10614,MNwm27,motor,glutamate,iii1,328,-328
1485,1658,15643,IN17A064,intrinsic,glutamate,19815,10958,MNwm29,motor,gaba,ps1,7,-7
1486,1662,25533,IN13B097,intrinsic,gaba,15121,13784,MNml24,motor,glutamate,Acc. ti flexor,8,-8
1487,1662,25533,IN13B097,intrinsic,gaba,19629,17091,MNml17,motor,glutamate,Pleural remotor/abductor,8,-8
1488,1662,25533,IN13B097,intrinsic,gaba,16958,19773,MNml29,motor,glutamate,middle leg,14,-14
1489,1662,25533,IN13B097,intrinsic,gaba,2870,49886,MNml34,motor,glutamate,Sternal posterior rotator,5,-5
1490,1671,156206,IN12A057,intrinsic,acetylcholine,7310,10055,MNwm18,motor,glutamate,b3,27,27
1491,1671,156206,IN12A057,intrinsic,acetylcholine,7329,10115,MNwm25,motor,glutamate,i1,90,90
1492,1671,156206,IN12A057,intrinsic,acetylcholine,9899,10123,MNwm03,motor,glutamate,hg1,12,12
1493,1671,156206,IN12A057,intrinsic,acetylcholine,16794,10145,MNwm26,motor,glutamate,i2,20,20
1494,1671,156206,IN12A057,intrinsic,acetylcholine,6612,10225,MNwm25,motor,glutamate,i1,30,30
1495,1671,156206,IN12A057,intrinsic,acetylcholine,14349,10571,MNhm42,motor,glutamate,haltere,5,5
1496,1671,156206,IN12A057,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,39,39
1497,1677,13308,IN21A019,intrinsic,glutamate,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,29,-29
1498,1677,13308,IN21A019,intrinsic,glutamate,8642,24493,MNwm02,motor,glutamate,TTM,13,-13
1499,1677,13308,IN21A019,intrinsic,glutamate,14920,175327,MNml18,motor,glutamate,Tergotr.,5,-5
1500,1678,101116,IN20A.22A008,intrinsic,acetylcholine,15042,10461,MNml41,motor,glutamate,Ti extensor,24,24
1501,1678,101116,IN20A.22A008,intrinsic,acetylcholine,20793,11489,MNml39,motor,glutamate,Ti extensor,12,12
1502,1678,101116,IN20A.22A008,intrinsic,acetylcholine,5090,14828,MNml81,motor,glutamate,middle leg,17,17
1503,1678,101116,IN20A.22A008,intrinsic,acetylcholine,8316,15616,MNml80,motor,glutamate,middle leg,18,18
1504,1678,101116,IN20A.22A008,intrinsic,acetylcholine,13860,16497,MNml84,motor,glutamate,middle leg,10,10
1505,1678,101116,IN20A.22A008,intrinsic,acetylcholine,14402,17930,MNml09,motor,glutamate,Tr extensor,8,8
1506,1678,101116,IN20A.22A008,intrinsic,acetylcholine,17081,18664,MNml27,motor,glutamate,Acc. ti flexor,7,7
1507,1678,101116,IN20A.22A008,intrinsic,acetylcholine,18438,19206,MNml17,motor,glutamate,Pleural remotor/abductor,42,42
1508,1678,101116,IN20A.22A008,intrinsic,acetylcholine,10836,19758,MNml38,motor,glutamate,ltm1-tibia,9,9
1509,1678,101116,IN20A.22A008,intrinsic,acetylcholine,13504,32253,MNml79,motor,glutamate,middle leg,15,15
1510,1678,101116,IN20A.22A008,intrinsic,acetylcholine,3850,35735,MNml04,motor,gaba,ltm,12,12
1511,1678,101116,IN20A.22A008,intrinsic,acetylcholine,18973,48865,MNml04,motor,glutamate,ltm,6,6
1512,1678,101116,IN20A.22A008,intrinsic,acetylcholine,7050,162830,MNml19,motor,glutamate,ltm1-tibia,9,9
1513,1684,100988,IN07B081,intrinsic,acetylcholine,12036,10014,MNwm20,motor,gaba,DLM c-f,9,9
1514,1684,100988,IN07B081,intrinsic,acetylcholine,7310,10055,MNwm18,motor,glutamate,b3,17,17
1515,1684,100988,IN07B081,intrinsic,acetylcholine,23518,10088,MNwm20,motor,glutamate,DLM c-f,14,14
1516,1684,100988,IN07B081,intrinsic,acetylcholine,7329,10115,MNwm25,motor,glutamate,i1,51,51
1517,1684,100988,IN07B081,intrinsic,acetylcholine,3512,10589,MNwm19,motor,glutamate,"DLM a, b",7,7
1518,1684,100988,IN07B081,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,22,22
1519,1684,100988,IN07B081,intrinsic,acetylcholine,7491,18566,MNhm03,motor,glutamate,haltere,6,6
1520,1694,13472,IN13B017,intrinsic,gaba,15042,10461,MNml41,motor,glutamate,Ti extensor,40,-40
1521,1694,13472,IN13B017,intrinsic,gaba,20793,11489,MNml39,motor,glutamate,Ti extensor,12,-12
1522,1694,13472,IN13B017,intrinsic,gaba,553,18716,MNml22,motor,glutamate,Sternotrochanter,6,-6
1523,1694,13472,IN13B017,intrinsic,gaba,10836,19758,MNml38,motor,glutamate,ltm1-tibia,106,-106
1524,1694,13472,IN13B017,intrinsic,gaba,8642,24493,MNwm02,motor,glutamate,TTM,27,-27
1525,1694,13472,IN13B017,intrinsic,gaba,13504,32253,MNml79,motor,glutamate,middle leg,10,-10
1526,1694,13472,IN13B017,intrinsic,gaba,3850,35735,MNml04,motor,gaba,ltm,18,-18
1527,1694,13472,IN13B017,intrinsic,gaba,18973,48865,MNml04,motor,glutamate,ltm,9,-9
1528,1694,13472,IN13B017,intrinsic,gaba,7050,162830,MNml19,motor,glutamate,ltm1-tibia,6,-6
1529,1694,13472,IN13B017,intrinsic,gaba,9631,162868,MNml24,motor,glutamate,Acc. ti flexor,13,-13
1530,1694,13472,IN13B017,intrinsic,gaba,14920,175327,MNml18,motor,glutamate,Tergotr.,29,-29
1531,1694,13472,IN13B017,intrinsic,gaba,5738,28532466490,MNml15,motor,glutamate,ltm2-femur,8,-8
1532,1712,10979,IN09A004,intrinsic,gaba,15042,10461,MNml41,motor,glutamate,Ti extensor,26,-26
1533,1712,10979,IN09A004,intrinsic,gaba,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,8,-8
1534,1712,10979,IN09A004,intrinsic,gaba,15203,16419,MNfl31,motor,glutamate,Pleural remotor/abductor,10,-10
1535,1712,10979,IN09A004,intrinsic,gaba,17884,22175,MNwm01,motor,glutamate,TTM,5,-5
1536,1712,10979,IN09A004,intrinsic,gaba,8642,24493,MNwm02,motor,glutamate,TTM,6,-6
1537,1712,10979,IN09A004,intrinsic,gaba,12380,25892,MNfl33,motor,glutamate,Sternal posterior rotator,29,-29
1538,1712,10979,IN09A004,intrinsic,gaba,14920,175327,MNml18,motor,glutamate,Tergotr.,7,-7
1539,1712,10979,IN09A004,intrinsic,gaba,4287,200065,MNml77,motor,glutamate,middle leg,5,-5
1540,1712,10979,IN09A004,intrinsic,gaba,16248,219796,MNml36,motor,glutamate,Sternal anterior rotator,6,-6
1541,1716,54898,IN11B022,intrinsic,gaba,6612,10225,MNwm25,motor,glutamate,i1,21,-21
1542,1738,21063,IN16B068,intrinsic,glutamate,1864,10064,MNwm17,motor,glutamate,b2,40,-40
1543,1738,21063,IN16B068,intrinsic,glutamate,8520,10433,MNwm24,motor,glutamate,hg4,15,-15
1544,1738,21063,IN16B068,intrinsic,glutamate,902,10521,MNwm31,motor,glutamate,tp1,6,-6
1545,1738,21063,IN16B068,intrinsic,glutamate,16650,10694,MNwm30,motor,glutamate,ps2,6,-6
1546,1738,21063,IN16B068,intrinsic,glutamate,3235,10778,MNwm31,motor,gaba,tp1,96,-96
1547,1738,21063,IN16B068,intrinsic,glutamate,7718,11054,MNwm30,motor,glutamate,ps2,45,-45
1548,1738,21063,IN16B068,intrinsic,glutamate,7112,13665,MNwm35,motor,glutamate,wing,46,-46
1549,1747,18832,IN09A064,intrinsic,gaba,22801,16495,MNml26,motor,glutamate,Acc. ti flexor,5,-5
1550,1747,18832,IN09A064,intrinsic,gaba,16346,24443,MNml25,motor,glutamate,Acc. ti flexor,10,-10
1551,1755,18862,IN08B087,intrinsic,acetylcholine,7310,10055,MNwm18,motor,glutamate,b3,19,19
1552,1755,18862,IN08B087,intrinsic,acetylcholine,7329,10115,MNwm25,motor,glutamate,i1,32,32
1553,1755,18862,IN08B087,intrinsic,acetylcholine,14349,10571,MNhm42,motor,glutamate,haltere,41,41
1554,1755,18862,IN08B087,intrinsic,acetylcholine,12179,10904,MNad41,motor,glutamate,abdomen A2,5,5
1555,1755,18862,IN08B087,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,27,27
1556,1755,18862,IN08B087,intrinsic,acetylcholine,13025,17216,MNhm43,motor,glutamate,haltere,36,36
1557,1755,18862,IN08B087,intrinsic,acetylcholine,165,18471,MNhl36,motor,glutamate,Sternal anterior rotator,9,9
1558,1755,18862,IN08B087,intrinsic,acetylcholine,81,100725,MNwm28,motor,glutamate,iii3,18,18
1559,1765,17027,IN04B027,intrinsic,acetylcholine,5556,10737,MNml39,motor,acetylcholine,Ti extensor,42,42
1560,1765,17027,IN04B027,intrinsic,acetylcholine,6746,11115,MNml41,motor,glutamate,Ti extensor,40,40
1561,1765,17027,IN04B027,intrinsic,acetylcholine,7381,13214,MNwm01,motor,glutamate,TTM,15,15
1562,1765,17027,IN04B027,intrinsic,acetylcholine,15121,13784,MNml24,motor,glutamate,Acc. ti flexor,8,8
1563,1765,17027,IN04B027,intrinsic,acetylcholine,18716,17316,MNwm02,motor,glutamate,TTM,11,11
1564,1765,17027,IN04B027,intrinsic,acetylcholine,9478,219853,MNml31,motor,glutamate,Pleural remotor/abductor,8,8
1565,1768,39459,IN09A092,intrinsic,gaba,12151,10710,MNml40,motor,glutamate,Ti flexor,5,-5
1566,1768,39459,IN09A092,intrinsic,gaba,20612,14665,MNml27,motor,glutamate,Acc. ti flexor,7,-7
1567,1768,39459,IN09A092,intrinsic,gaba,11854,15623,MNml21,motor,glutamate,Ti flexor,6,-6
1568,1768,39459,IN09A092,intrinsic,gaba,4536,24828,MNml25,motor,glutamate,Acc. ti flexor,7,-7
1569,1773,25735,IN13A054,intrinsic,gaba,4941,16035,MNml34,motor,glutamate,Sternal posterior rotator,11,-11
1570,1773,25735,IN13A054,intrinsic,gaba,13567,16552,MNml35,motor,glutamate,Fe reductor,7,-7
1571,1773,25735,IN13A054,intrinsic,gaba,18438,19206,MNml17,motor,glutamate,Pleural remotor/abductor,13,-13
1572,1773,25735,IN13A054,intrinsic,gaba,20841,41482,MNml31,motor,glutamate,Pleural remotor/abductor,6,-6
1573,1773,25735,IN13A054,intrinsic,gaba,12094,102786,MNml34,motor,glutamate,Sternal posterior rotator,19,-19
1574,1773,25735,IN13A054,intrinsic,gaba,5737,104697,MNml06,motor,glutamate,Sternal posterior rotator,8,-8
1575,1773,25735,IN13A054,intrinsic,gaba,8478,166337,MNml31,motor,glutamate,Pleural remotor/abductor,7,-7
1576,1775,16399,IN03A032,intrinsic,acetylcholine,5556,10737,MNml39,motor,acetylcholine,Ti extensor,6,6
1577,1775,16399,IN03A032,intrinsic,acetylcholine,6746,11115,MNml41,motor,glutamate,Ti extensor,7,7
1578,1775,16399,IN03A032,intrinsic,acetylcholine,7965,13036,MNml81,motor,glutamate,middle leg,18,18
1579,1775,16399,IN03A032,intrinsic,acetylcholine,7381,13214,MNwm01,motor,glutamate,TTM,15,15
1580,1775,16399,IN03A032,intrinsic,acetylcholine,18192,15883,MNml34,motor,glutamate,Sternal posterior rotator,8,8
