,source_uid,source_bid,source_name,source_class,target_uid,target_bid,target_name,target_class,nt_type,neuropil,syn_count,eff_weight
209,21171,13837,DNxn150,descending,347,26556,IN04B074,intrinsic,acetylcholine,T3,17,17
210,19638,16859,DNxl021,descending,347,26556,IN04B074,intrinsic,acetylcholine,T3,13,13
211,13990,17155,DNxl015,descending,347,26556,IN04B074,intrinsic,acetylcholine,T3,13,13
212,14205,11254,DNxl126,descending,348,24819,IN20A.22A048,intrinsic,gaba,T3,5,-5
213,21071,11306,DNxl130,descending,348,24819,IN20A.22A048,intrinsic,acetylcholine,T3,9,9
214,20371,12915,DNxl108,descending,348,24819,IN20A.22A048,intrinsic,acetylcholine,T3,5,5
215,21643,10336,DNxn096,descending,351,14959,IN23B032,intrinsic,gaba,T3,12,-12
216,10290,10868,DNxl132,descending,351,14959,IN23B032,intrinsic,gaba,T3,21,-21
217,3360,11930,DNxl051,descending,351,14959,IN23B032,intrinsic,acetylcholine,T3,23,23
218,11345,11959,DNxn096,descending,351,14959,IN23B032,intrinsic,gaba,T3,13,-13
219,20359,12623,DNxn032,descending,351,14959,IN23B032,intrinsic,acetylcholine,T3,17,17
220,3846,13169,DNxl038,descending,351,14959,IN23B032,intrinsic,gaba,T3,73,-73
221,7393,13244,DNxl038,descending,351,14959,IN23B032,intrinsic,gaba,T3,60,-60
222,20758,13428,DNxl061,descending,351,14959,IN23B032,intrinsic,glutamate,T3,16,-16
223,17544,15297,DNxl096,descending,351,14959,IN23B032,intrinsic,glutamate,T3,5,-5
224,590,26337,DNut015,descending,352,158021,IN02A058,intrinsic,gaba,T3,5,-5
225,14321,33205,DNut046,descending,352,158021,IN02A058,intrinsic,acetylcholine,T3,6,6
226,4058,10217,DNxl010,descending,374,22094,IN09A028,intrinsic,gaba,T3,20,-20
227,14205,11254,DNxl126,descending,374,22094,IN09A028,intrinsic,gaba,T3,8,-8
228,4570,24656,DNut015,descending,386,31722,IN07B098,intrinsic,gaba,T3,5,-5
229,14692,17643,DNxl008,descending,403,20289,IN06A043,intrinsic,acetylcholine,T3,9,9
230,6624,10255,DNxl006,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,9,9
231,14360,10339,DNxl058,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,17,17
232,9883,10751,DNxl001,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,7,7
233,3243,11070,DNxl054,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,6,6
234,3647,11613,DNxl120,descending,414,20319,IN12B079,intrinsic,gaba,T3,8,-8
235,8990,15708,DNxl025,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,6,6
236,179,15844,DNxl057,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,8,8
237,2011,18351,DNxn017,descending,414,20319,IN12B079,intrinsic,gaba,T3,18,-18
238,20854,20847,DNxl081,descending,414,20319,IN12B079,intrinsic,acetylcholine,T3,19,19
239,7963,22372,DNxn069,descending,422,20483,IN08B088,intrinsic,acetylcholine,T3,80,80
240,14176,25606,DNut015,descending,422,20483,IN08B088,intrinsic,acetylcholine,T3,9,9
241,18391,10012,DNxn033,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,67,67
242,12982,10021,DNxn033,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,33,33
243,8262,10122,DNxn029,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,10,10
244,16937,10639,DNxn142,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,18,18
245,18534,11268,DNxn082,descending,426,18088,IN21A041,intrinsic,glutamate,T3,8,-8
246,13510,11588,DNxn026,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,38,38
247,14864,11974,DNxn026,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,12,12
248,2777,12272,DNxl028,descending,426,18088,IN21A041,intrinsic,acetylcholine,T3,12,12
249,10002,11477,DNxl019,descending,437,17990,IN06B053,intrinsic,gaba,T3,5,-5
250,21483,11647,DNxn163,descending,437,17990,IN06B053,intrinsic,acetylcholine,T3,6,6
251,11711,14307,DNxn074,descending,437,17990,IN06B053,intrinsic,acetylcholine,T3,6,6
252,8040,15275,DNxn183,descending,437,17990,IN06B053,intrinsic,acetylcholine,T3,13,13
253,7973,10117,DNxl080,descending,447,16021,IN18B035,intrinsic,gaba,T3,18,-18
254,21372,10623,DNxl134,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,19,19
255,15564,11894,DNxl020,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,14,14
256,5011,11931,DNxl020,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,6,6
257,21463,12141,DNxn086,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,13,13
258,18515,12707,DNxn028,descending,447,16021,IN18B035,intrinsic,glutamate,T3,5,-5
259,4445,12827,DNxn028,descending,447,16021,IN18B035,intrinsic,glutamate,T3,14,-14
260,7669,13061,DNut017,descending,447,16021,IN18B035,intrinsic,glutamate,T3,13,-13
261,17318,13443,DNut017,descending,447,16021,IN18B035,intrinsic,glutamate,T3,34,-34
262,7793,13951,DNxn187,descending,447,16021,IN18B035,intrinsic,glutamate,T3,5,-5
263,13908,14228,DNxn186,descending,447,16021,IN18B035,intrinsic,glutamate,T3,7,-7
264,8040,15275,DNxn183,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,28,28
265,3566,15291,DNxn186,descending,447,16021,IN18B035,intrinsic,glutamate,T3,11,-11
266,9960,15513,DNxn183,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,27,27
267,4221,18010,DNxl030,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,60,60
268,7739,18189,DNxl030,descending,447,16021,IN18B035,intrinsic,acetylcholine,T3,21,21
269,1588,22240,DNxn172,descending,447,16021,IN18B035,intrinsic,gaba,T3,6,-6
270,22486,30738,DNut046,descending,450,29909,IN06A132,intrinsic,acetylcholine,T3,5,5
271,13312,14638,DNut018,descending,455,16185,IN08B070,intrinsic,acetylcholine,T3,9,9
272,11589,25336,DNut044,descending,455,16185,IN08B070,intrinsic,acetylcholine,T3,6,6
273,4178,10681,DNxn040,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,5,5
274,23012,10916,DNut027,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,49,49
275,457,13790,DNut026,descending,467,15953,IN07B067,intrinsic,glutamate,T3,128,-128
276,8449,14409,DNxn036,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,24,24
277,22085,16075,DNxn090,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,5,5
278,10756,25965,DNut056,descending,467,15953,IN07B067,intrinsic,glutamate,T3,7,-7
279,13724,26838,DNut025,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,7,7
280,15094,27448,DNut025,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,32,32
281,13844,27534,DNut025,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,9,9
282,18042,28163,DNut025,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,29,29
283,20989,29238,DNut025,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,19,19
284,2964,30119,DNut042,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,10,10
285,19188,32383,DNht001,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,5,5
286,18008,32431,DNut042,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,6,6
287,10129,32904,DNut046,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,17,17
288,12028,33074,DNxn109,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,14,14
289,7396,36468,DNut042,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,16,16
290,6108,38785,DNut042,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,9,9
291,20704,41018,DNxn116,descending,467,15953,IN07B067,intrinsic,acetylcholine,T3,6,6
