MANC DN name,side,FAFB DN name,source
DNxn013,LHS,DNg07,Stuerner et al.
DNxn013,RHS,DNg07,Stuerner et al.
DNxn014,LHS,DNg11,Stuerner et al.
DNxn014,RHS,DNg11,Stuerner et al.
DNxn015,LHS,DNg15,Stuerner et al.
DNxn015,RHS,DNg15,Stuerner et al.
DNxn016,LHS,DNg17,Stuerner et al.
DNxn016,RHS,DNg17,Stuerner et al.
DNxn017,LHS,DNg20,Stuerner et al.
DNxn017,RHS,DNg20,Stuerner et al.
DNxn018,LHS,DNg23,Stuerner et al.
DNxn018,RHS,DNg23,Stuerner et al.
DNxn019,LHS,DNg24,Stuerner et al.
DNxn019,RHS,DNg24,Stuerner et al.
DNxn020,LHS,DNg26,Stuerner et al.
DNxn020,RHS,DNg26,Stuerner et al.
DNxn021,LHS,DNg26,Stuerner et al.
DNxn021,RHS,DNg26,Stuerner et al.
DNxn022,LHS,DNg29,Stuerner et al.
DNxn022,RHS,DNg29,Stuerner et al.
DNxn023,LHS,DNg30,Stuerner et al.
DNxn023,RHS,DNg30,Stuerner et al.
DNxn024,LHS,DNg22,Stuerner et al.
DNxn024,RHS,DNg22,Stuerner et al.
DNxn025,LHS,DNg33,Stuerner et al.
DNxn026,LHS,DNp05,Stuerner et al.
DNxn026,RHS,DNp05,Stuerner et al.
DNxn027,LHS,DNp07,Stuerner et al.
DNxn027,RHS,DNp07,Stuerner et al.
DNxn028,LHS,DNp08,Stuerner et al.
DNxn028,RHS,DNp08,Stuerner et al.
DNxn029,LHS,DNp11,Stuerner et al.
DNxn029,RHS,DNp11,Stuerner et al.
DNxn030,LHS,DNp12,Stuerner et al.
DNxn030,RHS,DNp12,Stuerner et al.
DNxn031,LHS,DNp13,Stuerner et al.
DNxn031,RHS,DNp13,Stuerner et al.
DNxn032,LHS,DNp14,Stuerner et al.
DNxn032,RHS,DNp14,Stuerner et al.
DNxn033,LHS,DNp18,Stuerner et al.
DNxn033,RHS,DNp18,Stuerner et al.
DNxn034,LHS,DNp19,Stuerner et al.
DNxn034,RHS,DNp19,Stuerner et al.
DNxn035,LHS,DNp20,Stuerner et al.
DNxn035,RHS,DNp20,Stuerner et al.
DNxn036,LHS,DNp21,Stuerner et al.
DNxn036,RHS,DNp21,Stuerner et al.
DNxn037,LHS,DNp23,Stuerner et al.
DNxn037,RHS,DNp23,Stuerner et al.
DNxn038,LHS,DNp24,Stuerner et al.
DNxn038,RHS,DNp24,Stuerner et al.
DNxn039,LHS,DNp25,Stuerner et al.
DNxn039,RHS,DNp25,Stuerner et al.
DNxn040,LHS,DNp26,Stuerner et al.
DNxn040,RHS,DNp26,Stuerner et al.
DNxn041,LHS,DNp27,Stuerner et al.
DNxn041,RHS,DNp27,Stuerner et al.
DNxn042,LHS,DNp28,Stuerner et al.
DNxn042,RHS,DNp28,Stuerner et al.
DNxn043,LHS,DNp29,Stuerner et al.
DNxn043,RHS,DNp29,Stuerner et al.
DNxn044,LHS,DNp30,Stuerner et al.
DNxn044,RHS,DNp30,Stuerner et al.
DNxn045,LHS,DNp35,Stuerner et al.
DNxn045,RHS,DNp35,Stuerner et al.
DNxn046,LHS,pMP2,Stuerner et al.
DNxn046,RHS,pMP2,Stuerner et al.
DNxn047,LHS,pIP9,Stuerner et al.
DNxn047,RHS,pIP9,Stuerner et al.
DNxn048,LHS,pIP10,Stuerner et al.
DNxn048,RHS,pIP10,Stuerner et al.
DNxn049,LHS,MDN,Stuerner et al.
DNxn050,RHS,MDN,Stuerner et al.
DNxn051,LHS,DNx01,Stuerner et al.
DNxn051,RHS,DNx01,Stuerner et al.
DNxn052,LHS,DNg42,Stuerner et al.
DNxn052,RHS,DNg42,Stuerner et al.
DNxn053,LHS,DNg46,Stuerner et al.
DNxn053,RHS,DNg46,Stuerner et al.
DNxn054,LHS,DNg50,Stuerner et al.
DNxn054,RHS,DNg50,Stuerner et al.
DNxn055,LHS,DNg51,Stuerner et al.
DNxn055,RHS,DNg51,Stuerner et al.
DNxn056,LHS,DNg55,Stuerner et al.
DNxn057,LHS,DNg56,Stuerner et al.
DNxn057,RHS,DNg56,Stuerner et al.
DNxn058,LHS,DNg57,Stuerner et al.
DNxn058,RHS,DNg57,Stuerner et al.
DNxn059,LHS,DNg59,Stuerner et al.
DNxn059,RHS,DNg59,Stuerner et al.
DNxn060,LHS,DNg60,Stuerner et al.
DNxn060,RHS,DNg60,Stuerner et al.
DNxn061,LHS,DNg68,Stuerner et al.
DNxn061,RHS,DNg68,Stuerner et al.
DNxn062,LHS,DNg71,Stuerner et al.
DNxn062,RHS,DNg71,Stuerner et al.
DNxn063,LHS,DNg76,Stuerner et al.
DNxn063,RHS,DNg76,Stuerner et al.
DNxn064,LHS,DNg78,Stuerner et al.
DNxn064,RHS,DNg78,Stuerner et al.
DNxn065,LHS,DNg79,Stuerner et al.
DNxn065,RHS,DNg79,Stuerner et al.
DNxn066,LHS,DNg80,Stuerner et al.
DNxn066,RHS,DNg80,Stuerner et al.
DNxn067,LHS,DNg81,Stuerner et al.
DNxn067,RHS,DNg81,Stuerner et al.
DNxn068,LHS,DNg84,Stuerner et al.
DNxn068,RHS,DNg84,Stuerner et al.
DNxn069,LHS,DNg94,Stuerner et al.
DNxn069,RHS,DNg94,Stuerner et al.
DNxn070,LHS,DNg111,Stuerner et al.
DNxn070,RHS,DNg111,Stuerner et al.
DNxn071,LHS,DNge013,BANC v514
DNxn071,RHS,DNge013,BANC v514
DNxn072,LHS,DNg104,Stuerner et al.
DNxn072,RHS,DNg104,Stuerner et al.
DNxn073,LHS,DNge134,BANC v514
DNxn073,RHS,DNge134,BANC v514
DNxn074,LHS,DNp38,Stuerner et al.
DNxn074,RHS,DNp38,Stuerner et al.
DNxn075,LHS,DNp41,Stuerner et al.
DNxn075,RHS,DNp41,Stuerner et al.
DNxn076,LHS,DNp42,Stuerner et al.
DNxn076,RHS,DNp42,Stuerner et al.
DNxn077,LHS,DNp44,Stuerner et al.
DNxn077,RHS,DNp44,Stuerner et al.
DNxn078,LHS,DNp45,Stuerner et al.
DNxn078,RHS,DNp45,Stuerner et al.
DNxn079,LHS,DNp46,Stuerner et al.
DNxn079,RHS,DNp46,Stuerner et al.
DNxn080,LHS,DNp47,Stuerner et al.
DNxn080,RHS,DNp47,Stuerner et al.
DNxn081,LHS,DNp48,Stuerner et al.
DNxn081,RHS,DNp48,Stuerner et al.
DNxn082,LHS,DNp49,Stuerner et al.
DNxn082,RHS,DNp49,Stuerner et al.
DNxn083,LHS,DNp51,Stuerner et al.
DNxn083,RHS,DNp51,Stuerner et al.
DNxn084,LHS,DNp53,Stuerner et al.
DNxn084,RHS,DNp53,Stuerner et al.
DNxn085,LHS,DNp54,Stuerner et al.
DNxn085,RHS,DNp54,Stuerner et al.
DNxn086,LHS,DNp55,Stuerner et al.
DNxn086,RHS,DNp55,Stuerner et al.
DNxn087,LHS,DNp57,Stuerner et al.
DNxn087,RHS,DNp57,Stuerner et al.
DNxn088,LHS,DNp60,Stuerner et al.
DNxn088,RHS,DNp60,Stuerner et al.
DNxn089,LHS,DNp62,Stuerner et al.
DNxn089,RHS,DNp62,Stuerner et al.
DNxn090,LHS,DNp63,Stuerner et al.
DNxn090,RHS,DNp63,Stuerner et al.
DNxn091,LHS,DNp64,Stuerner et al.
DNxn091,RHS,DNp64,Stuerner et al.
DNxn092,LHS,DNp65,Stuerner et al.
DNxn092,RHS,DNp65,Stuerner et al.
DNxn093,LHS,DNp68,Stuerner et al.
DNxn093,RHS,DNp68,Stuerner et al.
DNxn094,LHS,DNp69,Stuerner et al.
DNxn094,RHS,DNp69,Stuerner et al.
DNxn095,LHS,DNb07,Stuerner et al.
DNxn095,RHS,DNb07,Stuerner et al.
DNxn096,LHS,DNg98,Stuerner et al.
DNxn096,RHS,DNg98,Stuerner et al.
DNxn097,LHS,DNg99,Stuerner et al.
DNxn097,RHS,DNg99,Stuerner et al.
DNxn098,LHS,DNp70,Stuerner et al.
DNxn098,RHS,DNp70,Stuerner et al.
DNxn099,LHS,DNp73,Stuerner et al.
DNxn099,RHS,DNp73,Stuerner et al.
DNxn100,RHS,DNg06,BANC v514
DNxn101,LHS,DNpe005,BANC v514
DNxn101,RHS,DNpe005,BANC v514
DNxn102,LHS,DNpe055,BANC v514
DNxn102,RHS,DNpe055,BANC v514
DNxn103,LHS,DNge150,BANC v514
DNxn103,RHS,DNge150,BANC v514
DNxn104,LHS,DNpe011,BANC v514
DNxn104,LHS,DNpe012,BANC v514
DNxn104,RHS,DNpe011,BANC v514
DNxn105,RHS,DNge094,BANC v514
DNxn106,LHS,DNg18_b,BANC v514
DNxn106,RHS,DNg18_b,BANC v514
DNxn107,LHS,DNge094,BANC v514
DNxn108,LHS,DNg12_e,BANC v514
DNxn108,RHS,DNg12_e,BANC v514
DNxn109,LHS,DNg36_a,BANC v514
DNxn109,LHS,DNge115,BANC v514
DNxn109,LHS,DNge085,BANC v514
DNxn109,LHS,DNge116,BANC v514
DNxn109,LHS,DNge092,BANC v514
DNxn109,RHS,DNg18,BANC v514
DNxn109,RHS,DNge115,BANC v514
DNxn109,RHS,DNg36_a,BANC v514
DNxn109,RHS,DNge085,BANC v514
DNxn109,RHS,DNge116,BANC v514
DNxn109,RHS,DNge091,BANC v514
DNxn109,RHS,DNge145,BANC v514
DNxn109,RHS,DNge092,BANC v514
DNxn109,RHS,DNge111,BANC v514
DNxn110,LHS,DNg08_b,BANC v514
DNxn110,RHS,DNg08_b,BANC v514
DNxn111,LHS,DNg08_a,BANC v514
DNxn111,RHS,DNg08_a,BANC v514
DNxn112,RHS,DNpe011,BANC v514
DNxn113,LHS,DNpe037,BANC v514
DNxn113,RHS,DNpe037,BANC v514
DNxn114,LHS,DNg08_a,BANC v514
DNxn114,LHS,DNge091,BANC v514
DNxn114,RHS,DNg08_b,BANC v514
DNxn115,LHS,DNge145,BANC v514
DNxn115,RHS,DNge094,BANC v514
DNxn115,RHS,DNg09,BANC v514
DNxn116,LHS,DNge145,BANC v514
DNxn116,RHS,DNge145,BANC v514
DNxn117,LHS,DNge091,BANC v514
DNxn117,RHS,DNge091,BANC v514
DNxn118,LHS,DNae006,BANC v514
DNxn118,RHS,DNae006,BANC v514
DNxn119,LHS,DNpe014,BANC v514
DNxn119,RHS,DNpe014,BANC v514
DNxn120,LHS,DNb04,Stuerner et al.
DNxn120,RHS,DNb04,Stuerner et al.
DNxn121,LHS,DNge084,BANC v514
DNxn121,RHS,DNge084,BANC v514
DNxn122,LHS,DNae010,BANC v514
DNxn122,RHS,DNae010,BANC v514
DNxn123,LHS,DNae003,BANC v514
DNxn123,RHS,DNae003,BANC v514
DNxn124,LHS,DNae009,BANC v514
DNxn124,RHS,DNae009,BANC v514
DNxn125,LHS,DNge107,BANC v514
DNxn125,RHS,DNge107,BANC v514
DNxn126,LHS,DNge137,BANC v514
DNxn126,RHS,DNge137,BANC v514
DNxn127,LHS,DNge133,BANC v514
DNxn127,RHS,DNge133,BANC v514
DNxn128,LHS,DNpe008,BANC v514
DNxn128,RHS,DNpe018,BANC v514
DNxn128,RHS,DNpe008,BANC v514
DNxn129,LHS,DNge130,BANC v514
DNxn129,RHS,DNge130,BANC v514
DNxn130,LHS,DNpe040,BANC v514
DNxn130,RHS,DNpe040,BANC v514
DNxn131,LHS,DNpe039,BANC v514
DNxn131,RHS,DNpe039,BANC v514
DNxn132,LHS,DNpe037,BANC v514
DNxn132,RHS,DNpe037,BANC v514
DNxn133,RHS,DNp101,BANC v514
DNxn134,LHS,DNp104,BANC v514
DNxn134,RHS,DNp104,BANC v514
DNxn135,RHS,DNpe001,BANC v514
DNxn136,LHS,DNpe019,BANC v514
DNxn136,RHS,DNpe019,BANC v514
DNxn137,LHS,DNp101,BANC v514
DNxn137,RHS,DNp101,BANC v514
DNxn139,LHS,DNg12_e,BANC v514
DNxn139,LHS,DNge029,BANC v514
DNxn139,LHS,DNg12_c,BANC v514
DNxn139,RHS,DNg12_c,BANC v514
DNxn140,LHS,DNpe036,BANC v514
DNxn140,RHS,DNpe036,BANC v514
DNxn142,LHS,DNpe017,BANC v514
DNxn142,RHS,DNpe017,BANC v514
DNxn143,LHS,DNge127,BANC v514
DNxn143,LHS,DNae007,BANC v514
DNxn143,RHS,DNge127,BANC v514
DNxn143,RHS,DNae007,BANC v514
DNxn144,LHS,DNge091,BANC v514
DNxn144,LHS,DNge094,BANC v514
DNxn144,LHS,DNge145,BANC v514
DNxn144,LHS,DNge111,BANC v514
DNxn144,RHS,DNge091,BANC v514
DNxn144,RHS,DNge094,BANC v514
DNxn144,RHS,DNge111,BANC v514
DNxn145,LHS,DNg58,BANC v514
DNxn145,RHS,DNg58,BANC v514
DNxn146,LHS,DNg89,BANC v514
DNxn146,RHS,DNpe013,BANC v514
DNxn146,RHS,DNge033,BANC v514
DNxn147,LHS,DNge148,BANC v514
DNxn147,RHS,DNge148,BANC v514
DNxn148,LHS,DNge026,BANC v514
DNxn148,LHS,DNpe013,BANC v514
DNxn148,LHS,DNge012,BANC v514
DNxn148,RHS,DNge026,BANC v514
DNxn148,RHS,DNge012,BANC v514
DNxn150,LHS,DNge006,BANC v514
DNxn150,RHS,DNge006,BANC v514
DNxn151,LHS,DNge132,BANC v514
DNxn151,RHS,DNge132,BANC v514
DNxn152,LHS,DNge141,BANC v514
DNxn152,RHS,DNge141,BANC v514
DNxn153,LHS,DNpe024,BANC v514
DNxn153,RHS,DNpe024,BANC v514
DNxn154,LHS,DNge099,BANC v514
DNxn155,LHS,DNpe026,BANC v514
DNxn155,RHS,DNpe026,BANC v514
DNxn157,LHS,DNge119,BANC v514
DNxn157,RHS,DNge119,BANC v514
DNxn159,LHS,DNpe043,BANC v514
DNxn159,RHS,DNpe043,BANC v514
DNxn160,LHS,DNp66,BANC v514
DNxn160,LHS,AVLP499,BANC v514
DNxn160,RHS,DNp66,BANC v514
DNxn161,LHS,DNpe045,BANC v514
DNxn161,RHS,DNpe045,BANC v514
DNxn162,LHS,DNge047,BANC v514
DNxn162,RHS,DNge047,BANC v514
DNxn163,LHS,DNpe021,BANC v514
DNxn163,RHS,DNpe021,BANC v514
DNxn164,LHS,DNge053,BANC v514
DNxn164,RHS,DNge053,BANC v514
DNxn165,LHS,DNge102,BANC v514
DNxn165,RHS,DNge102,BANC v514
DNxn167,LHS,DNpe027,BANC v514
DNxn167,RHS,PS166,BANC v514
DNxn167,RHS,DNpe027,BANC v514
DNxn168,LHS,DNpe056,BANC v514
DNxn168,RHS,DNpe056,BANC v514
DNxn170,LHS,DNge060,BANC v514
DNxn170,RHS,DNge060,BANC v514
DNxn171,LHS,DNpe028,BANC v514
DNxn171,RHS,DNpe028,BANC v514
DNxn172,LHS,DNge135,BANC v514
DNxn172,RHS,DNge135,BANC v514
DNxn173,LHS,DNbe006,BANC v514
DNxn173,RHS,DNbe006,BANC v514
DNxn174,LHS,DNpe016,BANC v514
DNxn174,RHS,DNpe016,BANC v514
DNxn174,RHS,PS211,BANC v514
DNxn175,LHS,DNpe032,BANC v514
DNxn175,RHS,DNpe032,BANC v514
DNxn176,LHS,DNp102,BANC v514
DNxn176,RHS,DNp102,BANC v514
DNxn177,LHS,DNpe053,BANC v514
DNxn177,RHS,DNpe053,BANC v514
DNxn178,LHS,DNpe030,BANC v514
DNxn178,RHS,DNpe030,BANC v514
DNxn179,LHS,DNge136,BANC v514
DNxn179,RHS,DNge136,BANC v514
DNxn180,LHS,DNg70,BANC v514
DNxn180,RHS,DNg70,BANC v514
DNxn181,LHS,DNg102,BANC v514
DNxn181,RHS,DNg102,BANC v514
DNxn183,LHS,DNpe050,BANC v514
DNxn183,RHS,DNpe050,BANC v514
DNxn184,LHS,DNde006,BANC v514
DNxn184,RHS,DNde006,BANC v514
DNxn185,LHS,DNge140,BANC v514
DNxn185,RHS,DNge140,BANC v514
DNxn187,LHS,DNpe031,BANC v514
DNxn187,RHS,DNpe031,BANC v514
DNxn189,LHS,DNpe052,BANC v514
DNxn189,RHS,DNpe052,BANC v514
